"set" "map" "mkr" "phys" "gen"
"72" "ls_cat" 1 258 22053918 69.458
"73" "ls_cat" 1 259 23298398 70.595
"74" "ls_cat" 1 260 23300505 70.595
"75" "ls_cat" 1 261 23856346 71.731
"76" "ls_cat" 1 262 24107239 71.731
"77" "ls_cat" 1 270 24540871 72.296
"78" "ls_cat" 1 277 24928100 78.191
"79" "ls_cat" 1 279 25100582 80.491
"80" "ls_cat" 1 284 25920538 81.627
"81" "ls_cat" 1 287 26399444 83.926
"82" "ls_cat" 1 297 26987053 84.491
"83" "ls_cat" 1 299 27608308 85.628
"84" "ls_cat" 1 303 27746759 86.193
"85" "ls_cat" 1 304 28139591 86.193
"86" "ls_cat" 1 311 28139914 86.758
"87" "ls_cat" 1 312 28208575 86.758
"88" "ls_cat" 1 314 28789190 86.758
"89" "ls_cat" 1 316 28868197 86.758
"90" "ls_cat" 1 317 28915518 86.758
"91" "ls_cat" 1 318 28961716 87.323
"92" "ls_cat" 1 322 29285768 89.602
"93" "ls_cat" 1 326 29749956 89.602
"94" "ls_cat" 1 328 29750500 89.602
"95" "ls_cat" 1 330 29867700 89.602
"96" "ls_cat" 1 334 31619494 89.602
"97" "ls_cat" 1 335 32179853 89.602
"98" "ls_cat" 2 342 17994 0
"99" "ls_cat" 2 344 309506 0
"100" "ls_cat" 2 345 521221 0
"101" "ls_cat" 2 347 528512 0
"102" "ls_cat" 2 348 541827 0
"103" "ls_cat" 2 350 623407 0
"104" "ls_cat" 2 352 735250 0
"105" "ls_cat" 2 363 1562507 0
"106" "ls_cat" 2 367 1902890 0.667
"107" "ls_cat" 2 372 1910946 1.333
"108" "ls_cat" 2 375 2015918 1.333
"109" "ls_cat" 2 380 2240080 1.333
"110" "ls_cat" 2 381 2481393 1.333
"111" "ls_cat" 2 388 2695156 1.333
"112" "ls_cat" 2 398 3429666 1.333
"113" "ls_cat" 2 402 3477246 1.333
"114" "ls_cat" 2 406 3519261 4.198
"115" "ls_cat" 2 415 4080485 4.198
"116" "ls_cat" 2 418 4088836 4.198
"117" "ls_cat" 2 419 4144661 4.198
"118" "ls_cat" 2 422 4820749 6.47
"119" "ls_cat" 2 426 5276473 7.035
"120" "ls_cat" 2 433 5391864 7.035
"121" "ls_cat" 2 440 5469920 7.6
"122" "ls_cat" 2 444 5854961 9.315
"123" "ls_cat" 2 445 6109175 11.029
"124" "ls_cat" 2 448 6323635 13.894
"125" "ls_cat" 2 451 6507264 16.193
"126" "ls_cat" 2 453 6882980 17.323
"127" "ls_cat" 2 456 7437927 19.037
"128" "ls_cat" 2 462 7479293 20.752
"129" "ls_cat" 2 463 7496863 21.888
"130" "ls_cat" 2 464 8368909 24.187
"131" "ls_cat" 2 472 8617706 24.752
"132" "ls_cat" 2 479 9058668 25.317
"133" "ls_cat" 2 483 9164911 26.454
"134" "ls_cat" 2 486 9618690 27.59
"135" "ls_cat" 2 493 9714790 28.726
"136" "ls_cat" 2 497 10005979 28.726
"137" "ls_cat" 2 499 10092333 29.291
"138" "ls_cat" 2 502 10825815 30.428
"139" "ls_cat" 2 508 10948472 30.993
"140" "ls_cat" 2 518 11437500 35.702
"141" "ls_cat" 2 519 11523592 37.417
"142" "ls_cat" 2 528 11761302 37.417
"143" "ls_cat" 2 532 12007948 37.417
"144" "ls_cat" 2 540 12687180 37.982
"145" "ls_cat" 2 543 12804941 37.982
"146" "ls_cat" 2 545 12932815 39.118
"147" "ls_cat" 2 546 12958559 39.118
"148" "ls_cat" 2 547 13183001 39.118
"149" "ls_cat" 2 552 13613514 39.683
"150" "ls_cat" 2 559 14431555 41.962
"151" "ls_cat" 2 569 14912025 41.962
"152" "ls_cat" 2 572 14991257 42.527
"153" "ls_cat" 2 575 16397318 44.827
"154" "ls_cat" 2 580 16398614 44.827
"155" "ls_cat" 2 589 16471269 45.963
"156" "ls_cat" 2 590 16508220 45.963
"157" "ls_cat" 2 594 16533821 46.528
"158" "ls_cat" 2 598 16585136 46.528
"159" "ls_cat" 2 599 16782882 46.528
"160" "ls_cat" 2 600 16823378 46.528
"161" "ls_cat" 2 602 16837914 46.528
"162" "ls_cat" 2 609 17282799 47.093
"163" "ls_cat" 2 610 17806390 47.093
"164" "ls_cat" 2 612 18254731 48.229
"165" "ls_cat" 2 614 18281126 48.229
"166" "ls_cat" 2 620 18303897 48.794
"167" "ls_cat" 2 622 19191007 48.794
"168" "ls_cat" 2 623 19216833 48.794
"169" "ls_cat" 2 627 19471622 49.924
"170" "ls_cat" 2 631 19747351 49.924
"171" "ls_cat" 2 636 19805512 49.924
"172" "ls_cat" 2 642 20129430 49.924
"173" "ls_cat" 2 647 20223988 49.924
"174" "ls_cat" 2 649 20444627 49.924
"175" "ls_cat" 2 653 20576048 51.061
"176" "ls_cat" 2 659 20580946 51.061
"177" "ls_cat" 2 667 20613202 51.061
"178" "ls_cat" 2 669 20634533 51.626
"179" "ls_cat" 2 671 20635090 51.626
"180" "ls_cat" 2 672 20784692 51.626
"181" "ls_cat" 2 675 20840871 52.191
"182" "ls_cat" 2 696 20849960 52.756
"183" "ls_cat" 2 703 20880035 52.756
"184" "ls_cat" 2 710 21164063 55.035
"185" "ls_cat" 2 711 21175042 55.035
"186" "ls_cat" 2 714 21513487 55.035
"187" "ls_cat" 2 717 21629234 56.172
"188" "ls_cat" 2 718 22182029 56.172
"189" "ls_cat" 2 720 22431483 57.308
"190" "ls_cat" 2 722 22571260 57.308
"191" "ls_cat" 2 724 22590872 57.873
"192" "ls_cat" 2 726 22688383 57.873
"193" "ls_cat" 2 728 22688704 57.873
"194" "ls_cat" 2 729 22698463 59.009
"195" "ls_cat" 2 737 22872669 60.146
"196" "ls_cat" 2 738 22917983 60.146
"197" "ls_cat" 2 739 23253693 61.282
"198" "ls_cat" 2 740 23507725 61.282
"199" "ls_cat" 2 742 23690908 64.173
"200" "ls_cat" 2 743 24129621 64.738
"201" "ls_cat" 2 745 24784087 65.875
"202" "ls_cat" 2 754 25042558 65.875
"203" "ls_cat" 2 761 25116882 65.875
"204" "ls_cat" 2 764 25165244 65.875
"205" "ls_cat" 2 780 25899330 69.31
"206" "ls_cat" 2 782 26197870 69.31
"207" "ls_cat" 2 783 26305644 69.875
"208" "ls_cat" 2 784 26332677 71.012
"209" "ls_cat" 2 785 26567389 71.577
"210" "ls_cat" 2 787 26756922 71.577
"211" "ls_cat" 2 798 26985911 72.707
"212" "ls_cat" 2 802 27092847 72.707
"213" "ls_cat" 2 805 28158256 74.408
"214" "ls_cat" 2 813 28351443 74.973
"215" "ls_cat" 2 820 29725934 75.538
"216" "ls_cat" 2 826 29774807 76.674
"217" "ls_cat" 2 827 29919895 76.674
"218" "ls_cat" 2 832 30026177 76.674
"219" "ls_cat" 2 844 30383920 78.389
"220" "ls_cat" 2 848 30598075 78.389
"221" "ls_cat" 2 860 31233226 78.389
"222" "ls_cat" 2 864 31267355 78.389
"223" "ls_cat" 2 869 31855631 78.389
"224" "ls_cat" 2 871 31967679 78.389
"225" "ls_cat" 2 872 32073359 78.389
"226" "ls_cat" 2 873 32213163 78.389
"227" "ls_cat" 2 877 32235374 78.389
"228" "ls_cat" 2 885 32455985 78.389
"229" "ls_cat" 2 886 32603562 79.108
"230" "ls_cat" 2 888 32626034 79.108
"231" "ls_cat" 2 893 32690582 79.108
"232" "ls_cat" 6 1699 120076 0
"233" "ls_cat" 6 1701 197083 0
"234" "ls_cat" 6 1704 515284 0
"235" "ls_cat" 6 1706 768073 0
"236" "ls_cat" 6 1719 1639004 0
"237" "ls_cat" 6 1721 2026545 2.027
"238" "ls_cat" 6 1723 2148493 2.027
"239" "ls_cat" 6 1724 2247765 2.027
"240" "ls_cat" 6 1726 2322929 2.694
"241" "ls_cat" 6 1729 2543655 2.694
"242" "ls_cat" 6 1737 3434976 3.259
"243" "ls_cat" 6 1746 3845864 5.558
"244" "ls_cat" 6 1751 4089211 5.558
"245" "ls_cat" 6 1756 4091456 8.994
"246" "ls_cat" 6 1757 4202654 8.994
"247" "ls_cat" 6 1759 4497730 10.13
"248" "ls_cat" 6 1763 4977745 14.696
"249" "ls_cat" 6 1765 5379854 17.587
"250" "ls_cat" 6 1768 5652385 17.587
"251" "ls_cat" 6 1772 5742388 19.301
"252" "ls_cat" 6 1775 5900076 20.437
"253" "ls_cat" 6 1780 6439830 21.002
"254" "ls_cat" 6 1784 6543017 21.567
"255" "ls_cat" 6 1785 6585045 25.057
"256" "ls_cat" 6 1787 7109030 25.057
"257" "ls_cat" 6 1794 7218520 28.513
"258" "ls_cat" 6 1803 7897514 29.65
"259" "ls_cat" 6 1814 7938840 30.78
"260" "ls_cat" 6 1815 8001035 31.345
"261" "ls_cat" 6 1821 8391650 34.8
"262" "ls_cat" 6 1826 8418963 35.365
"263" "ls_cat" 6 1831 9048728 35.365
"264" "ls_cat" 6 1841 10169150 36.502
"265" "ls_cat" 6 1843 10496477 36.502
"266" "ls_cat" 6 1847 10806324 38.781
"267" "ls_cat" 6 1852 11146959 39.346
"268" "ls_cat" 6 1860 11556019 41.048
"269" "ls_cat" 6 1867 11589360 42.762
"270" "ls_cat" 6 1868 11732183 45.061
"271" "ls_cat" 6 1876 11914240 45.061
"272" "ls_cat" 6 1879 11991423 45.061
"273" "ls_cat" 6 1880 12010783 45.626
"274" "ls_cat" 6 1883 12122567 45.626
"275" "ls_cat" 6 1885 12208973 45.626
"276" "ls_cat" 6 1887 12669456 46.191
"277" "ls_cat" 6 1892 12825216 46.191
"278" "ls_cat" 6 1895 12902434 46.756
"279" "ls_cat" 6 1898 13123546 46.756
"280" "ls_cat" 6 1904 13195844 46.756
"281" "ls_cat" 6 1905 13258325 46.756
"282" "ls_cat" 6 1906 13538959 46.756
"283" "ls_cat" 6 1909 13658504 46.756
"284" "ls_cat" 6 1910 13700541 46.756
"285" "ls_cat" 6 1913 14395212 46.756
"286" "ls_cat" 6 1917 14685548 46.756
"287" "ls_cat" 6 1919 14708378 46.756
"288" "ls_cat" 13 3075 121206 0
"289" "ls_cat" 13 3079 678582 0
"290" "ls_cat" 13 3084 946041 0
"291" "ls_cat" 13 3088 1747766 0
"292" "ls_cat" 13 3092 2578869 1.802
"293" "ls_cat" 13 3095 3317287 3.251
"294" "ls_cat" 13 3099 3688538 8.519
"295" "ls_cat" 13 3103 4426306 9.969
"296" "ls_cat" 13 3104 4589149 9.969
"297" "ls_cat" 13 3115 4767115 10.534
"298" "ls_cat" 13 3119 4869521 14.63
"299" "ls_cat" 13 3137 5029666 16.896
"300" "ls_cat" 13 3139 5043705 16.896
"301" "ls_cat" 13 3145 5082048 18.026
"302" "ls_cat" 13 3148 5239850 18.026
"303" "ls_cat" 13 3155 5738904 19.162
"304" "ls_cat" 13 3162 5864653 22.007
"305" "ls_cat" 13 3167 6318820 22.007
"306" "ls_cat" 13 3171 6338869 22.007
"307" "ls_cat" 13 3184 6603686 23.137
"308" "ls_cat" 13 3188 6805776 26.028
"309" "ls_cat" 13 3201 6880269 27.158
"310" "ls_cat" 13 3204 6893830 27.158
"311" "ls_cat" 13 3212 7210073 30.593
"312" "ls_cat" 13 3213 7441804 33.484
"313" "ls_cat" 13 3220 7720981 33.484
"314" "ls_cat" 13 3221 7839486 34.049
"315" "ls_cat" 13 3223 7988950 34.049
"316" "ls_cat" 13 3224 7989271 34.049
"317" "ls_cat" 13 3225 8039211 34.049
"318" "ls_cat" 13 3234 8104347 38.71
"319" "ls_cat" 13 3238 8433444 39.275
"320" "ls_cat" 13 3239 8586277 39.275
"321" "ls_cat" 13 3240 8587411 39.275
"322" "ls_cat" 13 3246 8669112 40.405
"323" "ls_cat" 13 3249 9102186 40.405
"324" "ls_cat" 13 3253 9105715 40.405
"325" "ls_cat" 13 3256 9372240 40.405
"326" "ls_cat" 13 3258 9679685 40.405
"327" "ls_cat" 13 3264 9711546 40.405
"328" "ls_cat" 13 3275 10221674 40.405
"329" "ls_cat" 13 3277 10523381 40.405
"330" "ls_cat" 13 3280 10741023 40.405
"331" "ls_cat" 13 3283 11361185 45.038
"332" "ls_cat" 13 3295 11483943 47.602
"333" "ls_cat" 13 3300 11702720 47.602
"334" "ls_cat" 13 3302 11756387 47.602
"335" "ls_cat" 13 3303 11876236 47.602
"336" "ls_cat" 13 3304 11925394 47.602
"337" "ls_cat" 13 3305 11925744 47.602
"338" "ls_cat" 13 3308 12301373 47.602
"339" "ls_cat" 13 3309 12573689 47.602
"340" "ls_cat" 17 3984 513635 0
"341" "ls_cat" 17 3994 688030 0
"342" "ls_cat" 17 3997 734677 0
"343" "ls_cat" 17 4000 777798 0
"344" "ls_cat" 17 4003 1157177 0
"345" "ls_cat" 17 4005 1185343 0.667
"346" "ls_cat" 17 4007 1234932 0.667
"347" "ls_cat" 17 4016 1313632 4.694
"348" "ls_cat" 17 4018 1370709 4.694
"349" "ls_cat" 17 4020 1590704 5.259
"350" "ls_cat" 17 4025 1965055 5.259
"351" "ls_cat" 17 4029 2216824 5.259
"352" "ls_cat" 17 4032 2464855 5.259
"353" "ls_cat" 17 4033 2514798 6.395
"354" "ls_cat" 17 4037 2723273 7.532
"355" "ls_cat" 17 4040 2747537 9.831
"356" "ls_cat" 17 4053 3574209 11.546
"357" "ls_cat" 17 4056 3644466 12.682
"358" "ls_cat" 17 4060 3856441 14.383
"359" "ls_cat" 17 4063 4059484 14.948
"360" "ls_cat" 17 4067 4151795 15.513
"361" "ls_cat" 17 4073 4334192 16.65
"362" "ls_cat" 17 4076 4429205 20.705
"363" "ls_cat" 17 4080 5146599 24.8
"364" "ls_cat" 17 4085 5217687 24.8
"365" "ls_cat" 17 4090 5222494 25.937
"366" "ls_cat" 17 4093 5289166 26.502
"367" "ls_cat" 17 4100 5331530 27.067
"368" "ls_cat" 17 4103 5747878 27.067
"369" "ls_cat" 17 4104 5778459 28.781
"370" "ls_cat" 17 4107 5879759 30.483
"371" "ls_cat" 17 4111 6458552 36.293
"372" "ls_cat" 17 4113 6580005 36.293
"373" "ls_cat" 17 4115 6582513 36.293
"374" "ls_cat" 17 4116 6634839 38.007
"375" "ls_cat" 17 4124 6678568 42.062
"376" "ls_cat" 17 4125 6820246 42.062
"377" "ls_cat" 17 4126 6912458 43.199
"378" "ls_cat" 17 4127 7268557 43.764
"379" "ls_cat" 17 4129 7292733 43.764
"380" "ls_cat" 17 4141 7469825 43.764
"381" "ls_cat" 17 4142 7551752 43.764
"382" "ls_cat" 17 4143 7983310 43.764
"383" "ls_cat" 17 4146 7983664 46.036
"384" "ls_cat" 17 4157 8890673 46.036
"385" "ls_cat" 17 4166 9278048 47.173
"386" "ls_cat" 17 4168 9372552 48.303
"387" "ls_cat" 17 4170 9581649 48.868
"388" "ls_cat" 17 4175 9762893 48.868
"389" "ls_cat" 17 4181 9964236 48.868
"390" "ls_cat" 17 4191 9966301 48.868
"391" "ls_cat" 17 4195 9989839 48.868
"392" "ls_cat" 17 4196 9994899 48.868
"393" "ls_cat" 17 4198 10185623 48.868
"394" "ls_cat" 17 4199 10405266 48.868
"395" "ls_cat" 17 4204 11134969 48.868
"396" "ls_cat" 17 4208 11390378 50.118
"397" "ls_cat" 17 4209 11796684 50.118
"398" "ls_cat" 17 4211 11920909 50.118
"399" "ls_cat" 22 5088 344032 0
"400" "ls_cat" 22 5096 1261741 6.068
"401" "ls_cat" 22 5097 1461555 15.047
"402" "ls_cat" 22 5098 1558426 15.047
"403" "ls_cat" 22 5099 1573720 15.047
"404" "ls_cat" 22 5101 1691059 15.047
"405" "ls_cat" 22 5108 1729857 16.363
"406" "ls_cat" 22 5111 1985397 18.078
"407" "ls_cat" 22 5116 2062631 18.643
"408" "ls_cat" 22 5121 2172824 18.643
"409" "ls_cat" 22 5122 2286829 18.643
"410" "ls_cat" 22 5128 2602682 21.534
"411" "ls_cat" 22 5132 2739627 22.099
"412" "ls_cat" 22 5135 2957522 22.099
"413" "ls_cat" 22 5140 2979912 22.664
"414" "ls_cat" 22 5147 3038422 26.759
"415" "ls_cat" 22 5151 3312270 29.059
"416" "ls_cat" 22 5154 3352201 29.059
"417" "ls_cat" 22 5166 4144113 33.768
"418" "ls_cat" 22 5171 4426946 33.768
"419" "ls_cat" 22 5173 4635806 34.333
"420" "ls_cat" 22 5187 4639588 34.333
"421" "ls_cat" 22 5189 5084238 35.463
"422" "ls_cat" 22 5202 5282855 36.028
"423" "ls_cat" 22 5203 5294630 36.028
"424" "ls_cat" 22 5221 5316109 37.742
"425" "ls_cat" 22 5229 5331153 37.742
"426" "ls_cat" 22 5234 5491165 38.879
"427" "ls_cat" 22 5242 5865143 38.879
"428" "ls_cat" 22 5248 6037890 38.879
"429" "ls_cat" 22 5250 6164457 40.015
"430" "ls_cat" 22 5258 6601858 40.015
"431" "ls_cat" 22 5260 6609633 43.505
"432" "ls_cat" 22 5266 6692286 43.505
"433" "ls_cat" 22 5267 6796034 48.214
"434" "ls_cat" 22 5278 7305862 48.779
"435" "ls_cat" 22 5279 7507573 48.779
"436" "ls_cat" 22 5281 7647059 49.416
"437" "ls_cat" 22 5286 8222740 49.416
"438" "ls_cat" 22 5287 8281223 49.416
"439" "ls_cat" 22 5302 8656105 49.416
"440" "ls_cat" 22 5304 8916895 51.544
"441" "ls_cat" 22 5306 9127064 51.544
"442" "ls_cat" 21 4868 133875 0
"443" "ls_cat" 21 4870 237551 0
"444" "ls_cat" 21 4876 810965 0
"445" "ls_cat" 21 4880 963118 0
"446" "ls_cat" 21 4881 1110932 0.667
"447" "ls_cat" 21 4882 1111245 1.333
"448" "ls_cat" 21 4889 1724783 1.898
"449" "ls_cat" 21 4892 2198955 1.898
"450" "ls_cat" 21 4897 2227639 2.463
"451" "ls_cat" 21 4899 2251317 2.463
"452" "ls_cat" 21 4904 2718346 2.463
"453" "ls_cat" 21 4905 2732831 3.028
"454" "ls_cat" 21 4909 2917112 3.028
"455" "ls_cat" 21 4911 3137435 3.028
"456" "ls_cat" 21 4918 3174437 4.723
"457" "ls_cat" 21 4922 3276583 4.723
"458" "ls_cat" 21 4925 3287467 7.614
"459" "ls_cat" 21 4928 3920231 9.913
"460" "ls_cat" 21 4937 4390667 9.913
"461" "ls_cat" 21 4939 4724857 14.623
"462" "ls_cat" 21 4945 5196114 14.623
"463" "ls_cat" 21 4948 5214938 16.324
"464" "ls_cat" 21 4950 5247572 16.889
"465" "ls_cat" 21 4951 5445416 16.889
"466" "ls_cat" 21 4953 5960124 17.454
"467" "ls_cat" 21 4956 6132377 22.08
"468" "ls_cat" 21 4957 6376965 22.08
"469" "ls_cat" 21 4961 6424244 23.217
"470" "ls_cat" 21 4977 6491757 23.782
"471" "ls_cat" 21 4987 6619106 25.496
"472" "ls_cat" 21 4988 6748148 25.496
"473" "ls_cat" 21 4989 6818091 25.496
"474" "ls_cat" 21 4994 7129647 26.633
"475" "ls_cat" 21 5003 7666445 30.042
"476" "ls_cat" 21 5004 8259339 32.341
"477" "ls_cat" 21 5012 8329513 32.906
"478" "ls_cat" 21 5013 8354512 32.906
"479" "ls_cat" 21 5014 8522830 34.621
"480" "ls_cat" 21 5015 8862840 35.186
"481" "ls_cat" 21 5029 9035473 38.036
"482" "ls_cat" 21 5032 9109594 38.601
"483" "ls_cat" 21 5038 9413282 39.738
"484" "ls_cat" 21 5047 9584530 40.874
"485" "ls_cat" 21 5048 9912403 40.874
"486" "ls_cat" 21 5055 9972367 40.874
"487" "ls_cat" 21 5059 10023148 40.874
"488" "ls_cat" 21 5066 10110211 41.736
"489" "ls_cat" 21 5076 10713035 41.736
"490" "ls_cat" 21 5077 10858296 46.204
"491" "ls_cat" 21 5083 11005018 46.204
"492" "ls_cat" 20 4622 613813 0
"493" "ls_cat" 20 4624 702395 0
"494" "ls_cat" 20 4630 976052 0
"495" "ls_cat" 20 4637 1034286 2.027
"496" "ls_cat" 20 4640 1374860 5.453
"497" "ls_cat" 20 4652 1476058 6.12
"498" "ls_cat" 20 4653 1599579 6.12
"499" "ls_cat" 20 4662 1886902 6.12
"500" "ls_cat" 20 4666 2208376 6.787
"501" "ls_cat" 20 4670 2233263 7.453
"502" "ls_cat" 20 4687 2856821 12.073
"503" "ls_cat" 20 4688 3016036 12.073
"504" "ls_cat" 20 4694 3060094 12.638
"505" "ls_cat" 20 4698 3072280 13.774
"506" "ls_cat" 20 4707 3366589 15.489
"507" "ls_cat" 20 4710 3491567 20.061
"508" "ls_cat" 20 4711 3842875 20.626
"509" "ls_cat" 20 4716 3863426 20.626
"510" "ls_cat" 20 4721 4350209 25.335
"511" "ls_cat" 20 4737 5052674 34.186
"512" "ls_cat" 20 4740 5115091 37.615
"513" "ls_cat" 20 4741 5533666 38.751
"514" "ls_cat" 20 4743 5533999 38.751
"515" "ls_cat" 20 4746 5535030 40.466
"516" "ls_cat" 20 4747 6047873 40.466
"517" "ls_cat" 20 4750 6154374 42.167
"518" "ls_cat" 20 4760 6206411 43.868
"519" "ls_cat" 20 4762 6712593 45.005
"520" "ls_cat" 20 4763 6902343 46.719
"521" "ls_cat" 20 4768 6954462 47.284
"522" "ls_cat" 20 4771 7004180 47.284
"523" "ls_cat" 20 4772 7227940 47.284
"524" "ls_cat" 20 4782 7678379 47.849
"525" "ls_cat" 20 4792 7947088 48.986
"526" "ls_cat" 20 4803 8195498 48.986
"527" "ls_cat" 20 4806 8196375 49.551
"528" "ls_cat" 20 4809 8381220 49.551
"529" "ls_cat" 20 4813 8790861 51.265
"530" "ls_cat" 20 4817 8798952 51.83
"531" "ls_cat" 20 4826 9362176 52.497
"532" "ls_cat" 20 4828 9467991 52.497
"533" "ls_cat" 20 4831 9658206 52.497
"534" "ls_cat" 20 4835 10164981 54.524
"535" "ls_cat" 20 4841 10306806 54.524
"536" "ls_cat" 20 4843 10456469 54.524
"537" "ls_cat" 20 4846 10676851 54.524
"538" "ls_cat" 20 4860 11347946 54.524
"539" "ls_cat" 20 4863 11400801 54.524
"540" "ls_cat" 20 4866 11632078 54.524
"541" "ls_cat" 14 3312 434256 0
"542" "ls_cat" 14 3314 502243 0
"543" "ls_cat" 14 3315 609355 0
"544" "ls_cat" 14 3326 707421 0
"545" "ls_cat" 14 3328 1011897 1.136
"546" "ls_cat" 14 3330 1133338 1.136
"547" "ls_cat" 14 3333 1279593 1.136
"548" "ls_cat" 14 3334 1799529 1.701
"549" "ls_cat" 14 3336 2107613 1.701
"550" "ls_cat" 14 3337 2132228 1.701
"551" "ls_cat" 14 3343 2184265 1.701
"552" "ls_cat" 14 3347 2313592 4.001
"553" "ls_cat" 14 3350 2390777 4.001
"554" "ls_cat" 14 3352 2607071 4.001
"555" "ls_cat" 14 3353 2633268 4.001
"556" "ls_cat" 14 3358 2743511 5.137
"557" "ls_cat" 14 3359 2982337 5.137
"558" "ls_cat" 14 3364 3909859 5.702
"559" "ls_cat" 14 3365 3910162 5.702
"560" "ls_cat" 14 3367 4000128 5.702
"561" "ls_cat" 14 3369 4076751 8.001
"562" "ls_cat" 14 3371 4317445 10.301
"563" "ls_cat" 14 3378 4334378 11.437
"564" "ls_cat" 14 3385 4616768 14.873
"565" "ls_cat" 14 3387 4769337 17.172
"566" "ls_cat" 14 3391 5271777 17.172
"567" "ls_cat" 14 3393 5405457 19.451
"568" "ls_cat" 14 3394 5489079 19.451
"569" "ls_cat" 14 3397 5596142 19.451
"570" "ls_cat" 14 3401 5889252 23.547
"571" "ls_cat" 14 3403 6237207 24.684
"572" "ls_cat" 14 3404 6462636 24.684
"573" "ls_cat" 14 3407 6601636 24.684
"574" "ls_cat" 14 3413 6639629 25.814
"575" "ls_cat" 14 3414 6840326 29.303
"576" "ls_cat" 14 3417 7622045 33.331
"577" "ls_cat" 14 3420 7945840 35.045
"578" "ls_cat" 14 3426 8178742 35.045
"579" "ls_cat" 14 3428 8496185 36.747
"580" "ls_cat" 14 3434 8718993 36.747
"581" "ls_cat" 14 3448 8919752 40.774
"582" "ls_cat" 14 3452 9244731 40.774
"583" "ls_cat" 14 3453 9503865 40.774
"584" "ls_cat" 14 3454 9559657 41.91
"585" "ls_cat" 14 3457 9882167 41.91
"586" "ls_cat" 14 3470 10679875 51.139
"587" "ls_cat" 14 3479 11154840 55.194
"588" "ls_cat" 14 3482 11804938 55.194
"589" "ls_cat" 14 3488 12471159 55.194
"590" "ls_cat" 30 6424 305164 0
"591" "ls_cat" 30 6432 594066 0
"592" "ls_cat" 30 6436 709082 0
"593" "ls_cat" 30 6437 744307 0
"594" "ls_cat" 30 6441 895180 0.699
"595" "ls_cat" 30 6443 941870 0.699
"596" "ls_cat" 30 6445 1058002 0.699
