"set" "map" "mkr" "phys" "gen"
"201" "ls_swe" 4 1375 16448047 50.511
"202" "ls_swe" 4 1380 16612889 51.066
"203" "ls_swe" 4 1388 17514667 51.622
"204" "ls_swe" 4 1394 17635345 52.178
"205" "ls_swe" 4 1400 17925091 52.733
"206" "ls_swe" 4 1405 18209548 54.993
"207" "ls_swe" 4 1414 18864906 56.111
"208" "ls_swe" 4 1420 19376841 56.666
"209" "ls_swe" 4 1421 19577717 56.666
"210" "ls_swe" 4 1426 19690035 57.222
"211" "ls_swe" 4 1433 19974437 58.333
"212" "ls_swe" 4 1442 20403330 58.333
"213" "ls_swe" 4 1448 20902019 58.333
"214" "ls_swe" 4 1449 20902339 58.333
"215" "ls_swe" 4 1453 21203483 59.45
"216" "ls_swe" 4 1459 23062732 59.45
"217" "ls_swe" 4 1476 24147595 59.45
"218" "ls_swe" 4 1478 24197063 59.45
"219" "ls_swe" 4 1482 24428938 59.45
"220" "ls_swe" 4 1488 24671822 59.45
"221" "ls_swe" 4 1489 24759169 59.45
"222" "ls_swe" 4 1503 25701341 59.45
"223" "ls_swe" 4 1505 25743801 64.583
"224" "ls_swe" 4 1508 25805330 64.583
"225" "ls_swe" 4 1511 26087094 64.583
"226" "ls_swe" 4 1518 26267929 64.583
"227" "ls_swe" 13 3966 295255 0
"228" "ls_swe" 13 3969 396632 0
"229" "ls_swe" 13 3972 427193 0
"230" "ls_swe" 13 3973 427517 0
"231" "ls_swe" 13 3974 658565 0
"232" "ls_swe" 13 3984 681433 0
"233" "ls_swe" 13 3986 715858 1.212
"234" "ls_swe" 13 3987 928051 1.212
"235" "ls_swe" 13 3989 1180606 1.212
"236" "ls_swe" 13 3996 1746766 1.815
"237" "ls_swe" 13 4016 2166005 1.815
"238" "ls_swe" 13 4023 2333927 3.5
"239" "ls_swe" 13 4025 2532804 3.5
"240" "ls_swe" 13 4029 2624273 3.5
"241" "ls_swe" 13 4039 2686373 5.173
"242" "ls_swe" 13 4043 3094344 5.173
"243" "ls_swe" 13 4046 3764937 6.29
"244" "ls_swe" 13 4052 3808660 6.29
"245" "ls_swe" 13 4053 3814231 10.918
"246" "ls_swe" 13 4057 3867784 13.159
"247" "ls_swe" 13 4060 4339711 15.419
"248" "ls_swe" 13 4064 4701986 15.975
"249" "ls_swe" 13 4069 4707698 16.531
"250" "ls_swe" 13 4079 4990432 17.086
"251" "ls_swe" 13 4081 5072363 17.086
"252" "ls_swe" 13 4086 5595605 18.772
"253" "ls_swe" 13 4088 5776267 19.327
"254" "ls_swe" 13 4090 5830702 19.327
"255" "ls_swe" 13 4096 5933519 21.587
"256" "ls_swe" 13 4104 6887114 27.442
"257" "ls_swe" 13 4111 7058410 30.872
"258" "ls_swe" 13 4112 7567892 32.558
"259" "ls_swe" 13 4115 8170421 34.818
"260" "ls_swe" 13 4131 8172207 36.491
"261" "ls_swe" 13 4133 8196145 37.608
"262" "ls_swe" 13 4136 9032117 38.164
"263" "ls_swe" 13 4137 9108646 38.164
"264" "ls_swe" 13 4138 9183439 38.164
"265" "ls_swe" 13 4139 9424175 41.005
"266" "ls_swe" 13 4145 9503104 41.005
"267" "ls_swe" 13 4149 9805933 41.561
"268" "ls_swe" 13 4159 10784664 44.991
"269" "ls_swe" 13 4166 11249414 44.991
"270" "ls_swe" 13 4168 11633547 50.228
"271" "ls_swe" 13 4185 12786228 51.914
"272" "ls_swe" 13 4188 12965488 54.174
"273" "ls_swe" 13 4194 13324915 54.73
"274" "ls_swe" 13 4201 13412340 55.285
"275" "ls_swe" 13 4202 13723436 55.841
"276" "ls_swe" 13 4204 13723752 55.841
"277" "ls_swe" 13 4209 13749330 56.952
"278" "ls_swe" 13 4211 13826678 58.069
"279" "ls_swe" 13 4229 14085272 58.625
"280" "ls_swe" 13 4236 14270737 60.31
"281" "ls_swe" 13 4240 14495091 64.335
"282" "ls_swe" 13 4242 15125650 64.335
"283" "ls_swe" 13 4247 15223256 64.335
"284" "ls_swe" 13 4248 15358770 64.335
"285" "ls_swe" 13 4250 15418870 64.891
"286" "ls_swe" 13 4252 15666148 64.891
"287" "ls_swe" 13 4258 16539089 65.447
"288" "ls_swe" 13 4262 16714183 65.447
"289" "ls_swe" 13 4265 17104172 66.002
"290" "ls_swe" 13 4269 17202010 66.558
"291" "ls_swe" 13 4274 17339797 67.675
"292" "ls_swe" 13 4277 17881630 68.792
"293" "ls_swe" 13 4278 17974595 68.792
"294" "ls_swe" 13 4280 18059555 68.792
"295" "ls_swe" 13 4290 18806976 68.792
"296" "ls_swe" 13 4292 18971511 69.45
"297" "ls_swe" 13 4296 19462524 69.45
"298" "ls_swe" 13 4299 19662785 69.45
"299" "ls_swe" 13 4302 19734143 69.45
"300" "ls_swe" 13 4316 20038551 69.45
"301" "ls_swe" 13 4318 20524189 69.45
"302" "ls_swe" 13 4320 20685094 69.45
"303" "ls_swe" 2 266 50702 0
"304" "ls_swe" 2 268 102162 0
"305" "ls_swe" 2 273 253804 0
"306" "ls_swe" 2 275 503152 0
"307" "ls_swe" 2 277 529414 0
"308" "ls_swe" 2 279 914663 0
"309" "ls_swe" 2 280 1299466 0
"310" "ls_swe" 2 281 1299831 0.556
"311" "ls_swe" 2 287 1448969 0.556
"312" "ls_swe" 2 288 1487884 0.556
"313" "ls_swe" 2 289 1522216 0.556
"314" "ls_swe" 2 292 1575127 0.556
"315" "ls_swe" 2 294 2084982 1.111
"316" "ls_swe" 2 297 2273190 2.797
"317" "ls_swe" 2 301 2379117 2.797
"318" "ls_swe" 2 305 2579172 3.352
"319" "ls_swe" 2 310 3007012 3.908
"320" "ls_swe" 2 316 3337790 4.463
"321" "ls_swe" 2 326 4425089 5.019
"322" "ls_swe" 2 328 4951883 6.13
"323" "ls_swe" 2 331 5740494 7.247
"324" "ls_swe" 2 340 6233775 7.247
"325" "ls_swe" 2 342 6284067 8.365
"326" "ls_swe" 2 343 6644947 8.365
"327" "ls_swe" 2 355 6946817 9.482
"328" "ls_swe" 2 367 7652661 11.717
"329" "ls_swe" 2 372 7774097 12.834
"330" "ls_swe" 2 376 9147686 15.095
"331" "ls_swe" 2 379 9287836 15.095
"332" "ls_swe" 2 380 9353948 16.212
"333" "ls_swe" 2 382 9726028 16.767
"334" "ls_swe" 2 387 10023664 17.323
"335" "ls_swe" 2 390 10110232 17.323
"336" "ls_swe" 2 392 10138497 17.879
"337" "ls_swe" 2 397 10183501 17.879
"338" "ls_swe" 2 399 10192946 20.72
"339" "ls_swe" 2 407 10341194 21.276
"340" "ls_swe" 2 409 10439149 21.276
"341" "ls_swe" 2 410 10653521 21.831
"342" "ls_swe" 2 418 11640974 22.387
"343" "ls_swe" 2 433 11818524 22.387
"344" "ls_swe" 2 439 11967963 23.498
"345" "ls_swe" 2 442 11976545 23.498
"346" "ls_swe" 2 453 12196716 23.498
"347" "ls_swe" 2 466 12250696 23.498
"348" "ls_swe" 2 469 12255371 23.498
"349" "ls_swe" 2 470 12339409 23.498
"350" "ls_swe" 2 472 12383287 23.498
"351" "ls_swe" 2 477 12692860 23.498
"352" "ls_swe" 2 488 12756535 23.498
"353" "ls_swe" 2 489 12804294 24.615
"354" "ls_swe" 2 492 13008085 24.615
"355" "ls_swe" 2 495 13021882 24.615
"356" "ls_swe" 2 499 13080154 24.615
"357" "ls_swe" 2 500 13124724 24.615
"358" "ls_swe" 2 503 13223056 25.171
"359" "ls_swe" 2 505 13350744 25.727
"360" "ls_swe" 2 506 13801375 27.412
"361" "ls_swe" 2 510 14040791 27.412
"362" "ls_swe" 2 516 14431486 27.968
"363" "ls_swe" 2 519 14447088 27.968
"364" "ls_swe" 2 525 14610547 29.085
"365" "ls_swe" 2 529 14816190 29.641
"366" "ls_swe" 2 531 15049160 29.641
"367" "ls_swe" 2 533 15562913 32.482
"368" "ls_swe" 2 536 15867095 37.72
"369" "ls_swe" 2 551 16284657 40.561
"370" "ls_swe" 2 555 16344988 42.802
"371" "ls_swe" 2 556 16417247 44.488
"372" "ls_swe" 2 560 17312219 47.918
"373" "ls_swe" 2 564 18251997 47.918
"374" "ls_swe" 2 566 18768220 47.918
"375" "ls_swe" 2 571 19595224 47.918
"376" "ls_swe" 2 572 19676760 50.178
"377" "ls_swe" 2 574 19864748 50.734
"378" "ls_swe" 2 579 20637640 50.734
"379" "ls_swe" 2 584 20904392 51.289
"380" "ls_swe" 2 587 21209453 54.719
"381" "ls_swe" 2 592 21667972 54.719
"382" "ls_swe" 2 594 21834994 54.719
"383" "ls_swe" 2 598 22566152 54.719
"384" "ls_swe" 2 601 22656407 55.837
"385" "ls_swe" 2 603 22893364 55.837
"386" "ls_swe" 2 617 22943189 56.392
"387" "ls_swe" 2 628 22957021 59.789
"388" "ls_swe" 2 631 23029020 59.789
"389" "ls_swe" 2 633 23497749 59.789
"390" "ls_swe" 2 637 23603869 63.219
"391" "ls_swe" 2 642 25250088 63.775
"392" "ls_swe" 2 643 25307637 64.33
"393" "ls_swe" 2 650 25811183 68.289
"394" "ls_swe" 2 664 27283656 69.975
"395" "ls_swe" 2 667 27317949 69.975
"396" "ls_swe" 2 669 27439534 69.975
"397" "ls_swe" 2 672 27489216 69.975
"398" "ls_swe" 2 676 28502617 69.975
"399" "ls_swe" 2 679 28508573 71.092
"400" "ls_swe" 2 684 28564923 71.648
"401" "ls_swe" 2 689 28969975 72.203
"402" "ls_swe" 2 691 29007175 72.203
"403" "ls_swe" 2 695 29227283 72.203
"404" "ls_swe" 2 697 29440881 72.203
"405" "ls_swe" 2 702 29949356 72.759
"406" "ls_swe" 2 706 30040177 73.315
"407" "ls_swe" 2 707 30153896 73.315
"408" "ls_swe" 2 710 30437400 73.315
"409" "ls_swe" 2 715 30767361 73.315
"410" "ls_swe" 2 721 30785631 73.315
"411" "ls_swe" 2 724 31167270 74.128
"412" "ls_swe" 2 730 31692063 74.128
"413" "ls_swe" 2 737 32232041 74.128
"414" "ls_swe" 11 3324 393182 0
"415" "ls_swe" 11 3325 471850 0
"416" "ls_swe" 11 3326 596532 0
"417" "ls_swe" 11 3330 770544 0
"418" "ls_swe" 11 3336 1056990 0
"419" "ls_swe" 11 3342 1406209 0
"420" "ls_swe" 11 3347 1676483 0
"421" "ls_swe" 11 3350 1693871 0.658
"422" "ls_swe" 11 3354 1735564 0.658
"423" "ls_swe" 11 3357 1919324 0.658
"424" "ls_swe" 11 3361 2929894 1.316
"425" "ls_swe" 11 3362 2955334 1.316
"426" "ls_swe" 11 3363 3045350 1.316
"427" "ls_swe" 11 3373 3065870 3.576
"428" "ls_swe" 11 3376 3239867 4.693
"429" "ls_swe" 11 3378 3364417 9.321
"430" "ls_swe" 11 3381 3455741 9.877
"431" "ls_swe" 11 3383 3766131 9.877
"432" "ls_swe" 11 3385 4442003 11.562
"433" "ls_swe" 11 3389 5656513 13.248
"434" "ls_swe" 11 3392 5873945 13.248
"435" "ls_swe" 11 3393 6383716 15.508
"436" "ls_swe" 11 3397 6665133 15.508
"437" "ls_swe" 11 3404 6785798 15.508
"438" "ls_swe" 11 3407 6946404 15.508
"439" "ls_swe" 11 3420 7722393 21.206
"440" "ls_swe" 11 3424 7803281 22.323
"441" "ls_swe" 11 3428 7862539 22.879
"442" "ls_swe" 11 3432 8559818 38.286
"443" "ls_swe" 11 3434 8728942 38.842
"444" "ls_swe" 11 3436 8972065 38.842
"445" "ls_swe" 11 3438 9212296 38.842
"446" "ls_swe" 11 3441 9502024 38.842
"447" "ls_swe" 11 3444 9989562 38.842
"448" "ls_swe" 11 3452 11240152 39.397
"449" "ls_swe" 11 3460 11946779 40.515
"450" "ls_swe" 11 3463 12311487 41.632
"451" "ls_swe" 11 3467 12367682 41.632
"452" "ls_swe" 11 3490 12801444 41.632
"453" "ls_swe" 11 3492 13119346 42.188
"454" "ls_swe" 11 3501 13216066 42.188
"455" "ls_swe" 11 3504 13365271 43.305
"456" "ls_swe" 11 3506 13564890 43.305
"457" "ls_swe" 11 3512 13703082 43.861
"458" "ls_swe" 11 3518 14536426 44.978
"459" "ls_swe" 11 3527 15278713 44.978
"460" "ls_swe" 11 3531 15738369 46.095
"461" "ls_swe" 11 3533 15981589 46.651
"462" "ls_swe" 11 3536 16236674 46.651
"463" "ls_swe" 11 3539 16290080 46.651
"464" "ls_swe" 11 3542 16845671 46.651
"465" "ls_swe" 11 3547 16892374 48.324
"466" "ls_swe" 11 3555 17447281 48.879
"467" "ls_swe" 11 3556 17935191 49.997
"468" "ls_swe" 11 3559 17998882 51.682
"469" "ls_swe" 11 3562 18159282 52.8
"470" "ls_swe" 11 3567 18270267 52.8
"471" "ls_swe" 11 3568 18931725 54.485
"472" "ls_swe" 11 3572 19634995 55.041
"473" "ls_swe" 11 3573 20134230 55.596
"474" "ls_swe" 11 3581 20513737 55.596
"475" "ls_swe" 11 3584 21316276 55.596
"476" "ls_swe" 11 3586 21316607 55.596
"477" "ls_swe" 11 3588 21333984 55.596
"478" "ls_swe" 11 3591 21389170 55.596
"479" "ls_swe" 11 3594 21494349 55.596
"480" "ls_swe" 11 3596 21734699 55.596
"481" "ls_swe" 11 3599 22266874 55.596
"482" "ls_swe" 11 3601 22275893 55.596
"483" "ls_swe" 12 3603 9763 0
"484" "ls_swe" 12 3608 25336 0
"485" "ls_swe" 12 3613 55185 1.667
"486" "ls_swe" 12 3620 333926 3.667
"487" "ls_swe" 12 3621 714831 3.667
"488" "ls_swe" 12 3624 831036 3.667
"489" "ls_swe" 12 3632 1005267 3.667
"490" "ls_swe" 12 3634 1047650 3.667
"491" "ls_swe" 12 3638 1681602 3.667
"492" "ls_swe" 12 3639 1681906 3.667
"493" "ls_swe" 12 3642 1997789 4.223
"494" "ls_swe" 12 3652 2002146 4.223
"495" "ls_swe" 12 3655 2331465 4.223
"496" "ls_swe" 12 3657 2353177 4.223
"497" "ls_swe" 12 3662 2407184 4.778
"498" "ls_swe" 12 3666 2450714 4.778
"499" "ls_swe" 12 3670 2818803 7.038
"500" "ls_swe" 12 3673 3037929 10.436
"501" "ls_swe" 12 3675 3199084 10.436
"502" "ls_swe" 12 3682 3645587 10.436
"503" "ls_swe" 12 3687 3973760 10.991
"504" "ls_swe" 12 3697 4072448 13.807
"505" "ls_swe" 12 3700 4494884 13.807
"506" "ls_swe" 12 3709 4925915 13.807
"507" "ls_swe" 12 3714 5947086 14.363
"508" "ls_swe" 12 3718 5998384 14.918
"509" "ls_swe" 12 3735 6144647 26.699
"510" "ls_swe" 12 3737 7075543 27.816
"511" "ls_swe" 12 3744 7459104 27.816
"512" "ls_swe" 12 3754 8780381 28.372
"513" "ls_swe" 12 3761 8789971 28.927
"514" "ls_swe" 12 3763 9006972 31.188
"515" "ls_swe" 12 3767 9184534 32.861
"516" "ls_swe" 12 3770 9227481 32.861
"517" "ls_swe" 12 3771 9911202 33.416
"518" "ls_swe" 12 3775 10882765 33.416
"519" "ls_swe" 12 3778 10905049 33.972
"520" "ls_swe" 12 3780 10994985 33.972
"521" "ls_swe" 12 3784 10996135 36.232
"522" "ls_swe" 12 3785 11143272 36.232
"523" "ls_swe" 12 3791 11148864 37.917
"524" "ls_swe" 12 3792 11203445 37.917
"525" "ls_swe" 12 3797 11374831 39.603
"526" "ls_swe" 12 3800 11376447 41.863
"527" "ls_swe" 12 3802 11462772 41.863
"528" "ls_swe" 12 3804 11936287 41.863
"529" "ls_swe" 12 3810 12382410 42.419
"530" "ls_swe" 12 3814 12698918 42.974
"531" "ls_swe" 12 3816 13453219 43.53
"532" "ls_swe" 12 3818 13473898 43.53
"533" "ls_swe" 12 3823 13493723 43.53
"534" "ls_swe" 12 3824 13553153 45.216
"535" "ls_swe" 12 3826 13680542 45.216
"536" "ls_swe" 12 3833 14192965 46.901
"537" "ls_swe" 12 3835 14372040 48.587
"538" "ls_swe" 12 3856 14512317 52.612
"539" "ls_swe" 12 3858 14523744 53.167
"540" "ls_swe" 12 3860 14646479 53.167
"541" "ls_swe" 12 3866 15453668 53.167
"542" "ls_swe" 12 3870 16839405 54.285
"543" "ls_swe" 12 3873 16964361 55.402
"544" "ls_swe" 12 3874 17017829 55.402
"545" "ls_swe" 12 3879 17165529 55.402
"546" "ls_swe" 12 3880 17306645 55.958
"547" "ls_swe" 12 3887 17502700 58.799
"548" "ls_swe" 12 3888 17516508 59.355
"549" "ls_swe" 12 3889 17530445 59.355
"550" "ls_swe" 12 3895 17847228 60.472
"551" "ls_swe" 12 3898 18117014 63.902
"552" "ls_swe" 12 3901 18602932 63.902
"553" "ls_swe" 12 3911 19278452 65.013
"554" "ls_swe" 12 3915 19303938 66.124
"555" "ls_swe" 12 3920 19457027 66.68
"556" "ls_swe" 12 3923 19472365 66.68
"557" "ls_swe" 12 3927 19904520 66.68
"558" "ls_swe" 12 3933 20096951 67.236
"559" "ls_swe" 12 3943 20189837 67.236
"560" "ls_swe" 12 3944 20579126 67.236
"561" "ls_swe" 12 3953 20757883 67.236
"562" "ls_swe" 12 3958 21671431 67.236
"563" "ls_swe" 12 3959 21724482 67.236
"564" "ls_swe" 9 2711 198615 0
"565" "ls_swe" 9 2713 487922 4.415
"566" "ls_swe" 9 2716 495919 4.415
"567" "ls_swe" 9 2718 1662962 6.605
"568" "ls_swe" 9 2727 2308480 6.605
"569" "ls_swe" 9 2739 2605603 6.605
"570" "ls_swe" 9 2745 3611640 7.16
"571" "ls_swe" 9 2751 4921772 7.16
"572" "ls_swe" 9 2760 5237624 8.846
"573" "ls_swe" 9 2764 5302124 8.846
"574" "ls_swe" 9 2765 5424570 10.531
"575" "ls_swe" 9 2769 6218494 13.373
"576" "ls_swe" 9 2771 6218998 13.373
"577" "ls_swe" 9 2772 6485961 15.633
"578" "ls_swe" 9 2781 7339655 15.633
"579" "ls_swe" 9 2787 7455663 17.868
"580" "ls_swe" 9 2789 7730319 20.71
"581" "ls_swe" 9 2790 7823014 20.71
"582" "ls_swe" 9 2796 8523932 23.551
"583" "ls_swe" 9 2799 9069630 28.179
"584" "ls_swe" 9 2801 10836743 31.021
"585" "ls_swe" 9 2813 11154975 31.576
"586" "ls_swe" 9 2816 11317805 35.006
"587" "ls_swe" 9 2821 13025657 42.119
"588" "ls_swe" 9 2827 14759574 42.119
"589" "ls_swe" 9 2830 15530571 42.119
"590" "ls_swe" 9 2837 15988505 43.236
"591" "ls_swe" 9 2841 16027313 43.236
"592" "ls_swe" 9 2843 16173370 43.236
"593" "ls_swe" 9 2846 16367599 44.353
