ls_cat "sc_nr" "marker_nr" "position" "male_position"
ls_cat 1 304 28139591 86.193
ls_cat 1 311 28139914 86.758
ls_cat 1 312 28208575 86.758
ls_cat 1 314 28789190 86.758
ls_cat 1 316 28868197 86.758
ls_cat 1 317 28915518 86.758
ls_cat 1 318 28961716 87.323
ls_cat 1 322 29285768 89.602
ls_cat 1 326 29749956 89.602
ls_cat 1 328 29750500 89.602
ls_cat 1 330 29867700 89.602
ls_cat 1 334 31619494 89.602
ls_cat 1 335 32179853 89.602
ls_cat 2 342 17994 0
ls_cat 2 344 309506 0
ls_cat 2 345 521221 0
ls_cat 2 347 528512 0
ls_cat 2 348 541827 0
ls_cat 2 350 623407 0
ls_cat 2 352 735250 0
ls_cat 2 363 1562507 0
ls_cat 2 367 1902890 0.667
ls_cat 2 372 1910946 1.333
ls_cat 2 375 2015918 1.333
ls_cat 2 380 2240080 1.333
ls_cat 2 381 2481393 1.333
ls_cat 2 388 2695156 1.333
ls_cat 2 398 3429666 1.333
ls_cat 2 402 3477246 1.333
ls_cat 2 406 3519261 4.198
ls_cat 2 415 4080485 4.198
ls_cat 2 418 4088836 4.198
ls_cat 2 419 4144661 4.198
ls_cat 2 422 4820749 6.47
ls_cat 2 426 5276473 7.035
ls_cat 2 433 5391864 7.035
ls_cat 2 440 5469920 7.6
ls_cat 2 444 5854961 9.315
ls_cat 2 445 6109175 11.029
ls_cat 2 448 6323635 13.894
ls_cat 2 451 6507264 16.193
ls_cat 2 453 6882980 17.323
ls_cat 2 456 7437927 19.037
ls_cat 2 462 7479293 20.752
ls_cat 2 463 7496863 21.888
ls_cat 2 464 8368909 24.187
ls_cat 2 472 8617706 24.752
ls_cat 2 479 9058668 25.317
ls_cat 2 483 9164911 26.454
ls_cat 2 486 9618690 27.59
ls_cat 2 493 9714790 28.726
ls_cat 2 497 10005979 28.726
ls_cat 2 499 10092333 29.291
ls_cat 2 502 10825815 30.428
ls_cat 2 508 10948472 30.993
ls_cat 2 518 11437500 35.702
ls_cat 2 519 11523592 37.417
ls_cat 2 528 11761302 37.417
ls_cat 2 532 12007948 37.417
ls_cat 2 540 12687180 37.982
ls_cat 2 543 12804941 37.982
ls_cat 2 545 12932815 39.118
ls_cat 2 546 12958559 39.118
ls_cat 2 547 13183001 39.118
ls_cat 2 552 13613514 39.683
ls_cat 2 559 14431555 41.962
ls_cat 2 569 14912025 41.962
ls_cat 2 572 14991257 42.527
ls_cat 2 575 16397318 44.827
ls_cat 2 580 16398614 44.827
ls_cat 2 589 16471269 45.963
ls_cat 2 590 16508220 45.963
ls_cat 2 594 16533821 46.528
ls_cat 2 598 16585136 46.528
ls_cat 2 599 16782882 46.528
ls_cat 2 600 16823378 46.528
ls_cat 2 602 16837914 46.528
ls_cat 2 609 17282799 47.093
ls_cat 2 610 17806390 47.093
ls_cat 2 612 18254731 48.229
ls_cat 2 614 18281126 48.229
ls_cat 2 620 18303897 48.794
ls_cat 2 622 19191007 48.794
ls_cat 2 623 19216833 48.794
ls_cat 2 627 19471622 49.924
ls_cat 2 631 19747351 49.924
ls_cat 2 636 19805512 49.924
ls_cat 2 642 20129430 49.924
ls_cat 2 647 20223988 49.924
ls_cat 2 649 20444627 49.924
ls_cat 2 653 20576048 51.061
ls_cat 2 659 20580946 51.061
ls_cat 2 667 20613202 51.061
ls_cat 2 669 20634533 51.626
ls_cat 2 671 20635090 51.626
ls_cat 2 672 20784692 51.626
ls_cat 2 675 20840871 52.191
ls_cat 2 696 20849960 52.756
ls_cat 2 703 20880035 52.756
ls_cat 2 710 21164063 55.035
ls_cat 2 711 21175042 55.035
ls_cat 2 714 21513487 55.035
ls_cat 2 717 21629234 56.172
ls_cat 2 718 22182029 56.172
ls_cat 2 720 22431483 57.308
ls_cat 2 722 22571260 57.308
ls_cat 2 724 22590872 57.873
ls_cat 2 726 22688383 57.873
ls_cat 2 728 22688704 57.873
ls_cat 2 729 22698463 59.009
ls_cat 2 737 22872669 60.146
ls_cat 2 738 22917983 60.146
ls_cat 2 739 23253693 61.282
ls_cat 2 740 23507725 61.282
ls_cat 2 742 23690908 64.173
ls_cat 2 743 24129621 64.738
ls_cat 2 745 24784087 65.875
ls_cat 2 754 25042558 65.875
ls_cat 2 761 25116882 65.875
ls_cat 2 764 25165244 65.875
ls_cat 2 780 25899330 69.31
ls_cat 2 782 26197870 69.31
ls_cat 2 783 26305644 69.875
ls_cat 2 784 26332677 71.012
ls_cat 2 785 26567389 71.577
ls_cat 2 787 26756922 71.577
ls_cat 2 798 26985911 72.707
ls_cat 2 802 27092847 72.707
ls_cat 2 805 28158256 74.408
ls_cat 2 813 28351443 74.973
ls_cat 2 820 29725934 75.538
ls_cat 2 826 29774807 76.674
ls_cat 2 827 29919895 76.674
ls_cat 2 832 30026177 76.674
ls_cat 2 844 30383920 78.389
ls_cat 2 848 30598075 78.389
ls_cat 2 860 31233226 78.389
ls_cat 2 864 31267355 78.389
ls_cat 2 869 31855631 78.389
ls_cat 2 871 31967679 78.389
ls_cat 2 872 32073359 78.389
ls_cat 2 873 32213163 78.389
ls_cat 2 877 32235374 78.389
ls_cat 2 885 32455985 78.389
ls_cat 2 886 32603562 79.108
ls_cat 2 888 32626034 79.108
ls_cat 2 893 32690582 79.108
ls_cat 6 1699 120076 0
ls_cat 6 1701 197083 0
ls_cat 6 1704 515284 0
ls_cat 6 1706 768073 0
ls_cat 6 1719 1639004 0
ls_cat 6 1721 2026545 2.027
ls_cat 6 1723 2148493 2.027
ls_cat 6 1724 2247765 2.027
ls_cat 6 1726 2322929 2.694
ls_cat 6 1729 2543655 2.694
ls_cat 6 1737 3434976 3.259
ls_cat 6 1746 3845864 5.558
ls_cat 6 1751 4089211 5.558
ls_cat 6 1756 4091456 8.994
ls_cat 6 1757 4202654 8.994
ls_cat 6 1759 4497730 10.13
ls_cat 6 1763 4977745 14.696
ls_cat 6 1765 5379854 17.587
ls_cat 6 1768 5652385 17.587
ls_cat 6 1772 5742388 19.301
ls_cat 6 1775 5900076 20.437
ls_cat 6 1780 6439830 21.002
ls_cat 6 1784 6543017 21.567
ls_cat 6 1785 6585045 25.057
ls_cat 6 1787 7109030 25.057
ls_cat 6 1794 7218520 28.513
ls_cat 6 1803 7897514 29.65
ls_cat 6 1814 7938840 30.78
ls_cat 6 1815 8001035 31.345
ls_cat 6 1821 8391650 34.8
ls_cat 6 1826 8418963 35.365
ls_cat 6 1831 9048728 35.365
ls_cat 6 1841 10169150 36.502
ls_cat 6 1843 10496477 36.502
ls_cat 6 1847 10806324 38.781
ls_cat 6 1852 11146959 39.346
ls_cat 6 1860 11556019 41.048
ls_cat 6 1867 11589360 42.762
ls_cat 6 1868 11732183 45.061
ls_cat 6 1876 11914240 45.061
ls_cat 6 1879 11991423 45.061
ls_cat 6 1880 12010783 45.626
ls_cat 6 1883 12122567 45.626
ls_cat 6 1885 12208973 45.626
ls_cat 6 1887 12669456 46.191
ls_cat 6 1892 12825216 46.191
ls_cat 6 1895 12902434 46.756
ls_cat 6 1898 13123546 46.756
ls_cat 6 1904 13195844 46.756
ls_cat 6 1905 13258325 46.756
ls_cat 6 1906 13538959 46.756
ls_cat 6 1909 13658504 46.756
ls_cat 6 1910 13700541 46.756
ls_cat 6 1913 14395212 46.756
ls_cat 6 1917 14685548 46.756
ls_cat 6 1919 14708378 46.756
ls_cat 13 3075 121206 0
ls_cat 13 3079 678582 0
ls_cat 13 3084 946041 0
ls_cat 13 3088 1747766 0
ls_cat 13 3092 2578869 1.802
ls_cat 13 3095 3317287 3.251
ls_cat 13 3099 3688538 8.519
ls_cat 13 3103 4426306 9.969
ls_cat 13 3104 4589149 9.969
ls_cat 13 3115 4767115 10.534
ls_cat 13 3119 4869521 14.63
ls_cat 13 3137 5029666 16.896
ls_cat 13 3139 5043705 16.896
ls_cat 13 3145 5082048 18.026
ls_cat 13 3148 5239850 18.026
ls_cat 13 3155 5738904 19.162
ls_cat 13 3162 5864653 22.007
ls_cat 13 3167 6318820 22.007
ls_cat 13 3171 6338869 22.007
ls_cat 13 3184 6603686 23.137
ls_cat 13 3188 6805776 26.028
ls_cat 13 3201 6880269 27.158
ls_cat 13 3204 6893830 27.158
ls_cat 13 3212 7210073 30.593
ls_cat 13 3213 7441804 33.484
ls_cat 13 3220 7720981 33.484
ls_cat 13 3221 7839486 34.049
ls_cat 13 3223 7988950 34.049
ls_cat 13 3224 7989271 34.049
ls_cat 13 3225 8039211 34.049
ls_cat 13 3234 8104347 38.71
ls_cat 13 3238 8433444 39.275
ls_cat 13 3239 8586277 39.275
ls_cat 13 3240 8587411 39.275
ls_cat 13 3246 8669112 40.405
ls_cat 13 3249 9102186 40.405
ls_cat 13 3253 9105715 40.405
ls_cat 13 3256 9372240 40.405
ls_cat 13 3258 9679685 40.405
ls_cat 13 3264 9711546 40.405
ls_cat 13 3275 10221674 40.405
ls_cat 13 3277 10523381 40.405
ls_cat 13 3280 10741023 40.405
ls_cat 13 3283 11361185 45.038
ls_cat 13 3295 11483943 47.602
ls_cat 13 3300 11702720 47.602
ls_cat 13 3302 11756387 47.602
ls_cat 13 3303 11876236 47.602
ls_cat 13 3304 11925394 47.602
ls_cat 13 3305 11925744 47.602
ls_cat 13 3308 12301373 47.602
ls_cat 13 3309 12573689 47.602
ls_cat 17 3984 513635 0
ls_cat 17 3994 688030 0
ls_cat 17 3997 734677 0
ls_cat 17 4000 777798 0
ls_cat 17 4003 1157177 0
ls_cat 17 4005 1185343 0.667
ls_cat 17 4007 1234932 0.667
ls_cat 17 4016 1313632 4.694
ls_cat 17 4018 1370709 4.694
ls_cat 17 4020 1590704 5.259
ls_cat 17 4025 1965055 5.259
ls_cat 17 4029 2216824 5.259
ls_cat 17 4032 2464855 5.259
ls_cat 17 4033 2514798 6.395
ls_cat 17 4037 2723273 7.532
ls_cat 17 4040 2747537 9.831
ls_cat 17 4053 3574209 11.546
ls_cat 17 4056 3644466 12.682
ls_cat 17 4060 3856441 14.383
ls_cat 17 4063 4059484 14.948
ls_cat 17 4067 4151795 15.513
ls_cat 17 4073 4334192 16.65
ls_cat 17 4076 4429205 20.705
ls_cat 17 4080 5146599 24.8
ls_cat 17 4085 5217687 24.8
ls_cat 17 4090 5222494 25.937
ls_cat 17 4093 5289166 26.502
ls_cat 17 4100 5331530 27.067
ls_cat 17 4103 5747878 27.067
ls_cat 17 4104 5778459 28.781
ls_cat 17 4107 5879759 30.483
ls_cat 17 4111 6458552 36.293
ls_cat 17 4113 6580005 36.293
ls_cat 17 4115 6582513 36.293
ls_cat 17 4116 6634839 38.007
ls_cat 17 4124 6678568 42.062
ls_cat 17 4125 6820246 42.062
ls_cat 17 4126 6912458 43.199
ls_cat 17 4127 7268557 43.764
ls_cat 17 4129 7292733 43.764
ls_cat 17 4141 7469825 43.764
ls_cat 17 4142 7551752 43.764
ls_cat 17 4143 7983310 43.764
ls_cat 17 4146 7983664 46.036
ls_cat 17 4157 8890673 46.036
ls_cat 17 4166 9278048 47.173
ls_cat 17 4168 9372552 48.303
ls_cat 17 4170 9581649 48.868
ls_cat 17 4175 9762893 48.868
ls_cat 17 4181 9964236 48.868
ls_cat 17 4191 9966301 48.868
ls_cat 17 4195 9989839 48.868
ls_cat 17 4196 9994899 48.868
ls_cat 17 4198 10185623 48.868
ls_cat 17 4199 10405266 48.868
ls_cat 17 4204 11134969 48.868
ls_cat 17 4208 11390378 50.118
ls_cat 17 4209 11796684 50.118
ls_cat 17 4211 11920909 50.118
ls_cat 22 5088 344032 0
ls_cat 22 5096 1261741 6.068
ls_cat 22 5097 1461555 15.047
ls_cat 22 5098 1558426 15.047
ls_cat 22 5099 1573720 15.047
ls_cat 22 5101 1691059 15.047
ls_cat 22 5108 1729857 16.363
ls_cat 22 5111 1985397 18.078
ls_cat 22 5116 2062631 18.643
ls_cat 22 5121 2172824 18.643
ls_cat 22 5122 2286829 18.643
ls_cat 22 5128 2602682 21.534
ls_cat 22 5132 2739627 22.099
ls_cat 22 5135 2957522 22.099
ls_cat 22 5140 2979912 22.664
ls_cat 22 5147 3038422 26.759
ls_cat 22 5151 3312270 29.059
ls_cat 22 5154 3352201 29.059
ls_cat 22 5166 4144113 33.768
ls_cat 22 5171 4426946 33.768
ls_cat 22 5173 4635806 34.333
ls_cat 22 5187 4639588 34.333
ls_cat 22 5189 5084238 35.463
ls_cat 22 5202 5282855 36.028
ls_cat 22 5203 5294630 36.028
ls_cat 22 5221 5316109 37.742
ls_cat 22 5229 5331153 37.742
ls_cat 22 5234 5491165 38.879
ls_cat 22 5242 5865143 38.879
ls_cat 22 5248 6037890 38.879
ls_cat 22 5250 6164457 40.015
ls_cat 22 5258 6601858 40.015
ls_cat 22 5260 6609633 43.505
ls_cat 22 5266 6692286 43.505
ls_cat 22 5267 6796034 48.214
ls_cat 22 5278 7305862 48.779
ls_cat 22 5279 7507573 48.779
ls_cat 22 5281 7647059 49.416
ls_cat 22 5286 8222740 49.416
ls_cat 22 5287 8281223 49.416
ls_cat 22 5302 8656105 49.416
ls_cat 22 5304 8916895 51.544
ls_cat 22 5306 9127064 51.544
ls_cat 21 4868 133875 0
ls_cat 21 4870 237551 0
ls_cat 21 4876 810965 0
ls_cat 21 4880 963118 0
ls_cat 21 4881 1110932 0.667
ls_cat 21 4882 1111245 1.333
ls_cat 21 4889 1724783 1.898
ls_cat 21 4892 2198955 1.898
ls_cat 21 4897 2227639 2.463
ls_cat 21 4899 2251317 2.463
ls_cat 21 4904 2718346 2.463
ls_cat 21 4905 2732831 3.028
ls_cat 21 4909 2917112 3.028
ls_cat 21 4911 3137435 3.028
ls_cat 21 4918 3174437 4.723
ls_cat 21 4922 3276583 4.723
ls_cat 21 4925 3287467 7.614
ls_cat 21 4928 3920231 9.913
ls_cat 21 4937 4390667 9.913
ls_cat 21 4939 4724857 14.623
ls_cat 21 4945 5196114 14.623
ls_cat 21 4948 5214938 16.324
ls_cat 21 4950 5247572 16.889
ls_cat 21 4951 5445416 16.889
ls_cat 21 4953 5960124 17.454
ls_cat 21 4956 6132377 22.08
ls_cat 21 4957 6376965 22.08
ls_cat 21 4961 6424244 23.217
ls_cat 21 4977 6491757 23.782
ls_cat 21 4987 6619106 25.496
ls_cat 21 4988 6748148 25.496
ls_cat 21 4989 6818091 25.496
ls_cat 21 4994 7129647 26.633
ls_cat 21 5003 7666445 30.042
ls_cat 21 5004 8259339 32.341
ls_cat 21 5012 8329513 32.906
ls_cat 21 5013 8354512 32.906
ls_cat 21 5014 8522830 34.621
ls_cat 21 5015 8862840 35.186
ls_cat 21 5029 9035473 38.036
ls_cat 21 5032 9109594 38.601
ls_cat 21 5038 9413282 39.738
ls_cat 21 5047 9584530 40.874
ls_cat 21 5048 9912403 40.874
ls_cat 21 5055 9972367 40.874
ls_cat 21 5059 10023148 40.874
ls_cat 21 5066 10110211 41.736
ls_cat 21 5076 10713035 41.736
ls_cat 21 5077 10858296 46.204
ls_cat 21 5083 11005018 46.204
ls_cat 20 4622 613813 0
ls_cat 20 4624 702395 0
ls_cat 20 4630 976052 0
ls_cat 20 4637 1034286 2.027
ls_cat 20 4640 1374860 5.453
ls_cat 20 4652 1476058 6.12
ls_cat 20 4653 1599579 6.12
ls_cat 20 4662 1886902 6.12
ls_cat 20 4666 2208376 6.787
ls_cat 20 4670 2233263 7.453
ls_cat 20 4687 2856821 12.073
ls_cat 20 4688 3016036 12.073
ls_cat 20 4694 3060094 12.638
ls_cat 20 4698 3072280 13.774
ls_cat 20 4707 3366589 15.489
ls_cat 20 4710 3491567 20.061
ls_cat 20 4711 3842875 20.626
ls_cat 20 4716 3863426 20.626
ls_cat 20 4721 4350209 25.335
ls_cat 20 4737 5052674 34.186
ls_cat 20 4740 5115091 37.615
ls_cat 20 4741 5533666 38.751
ls_cat 20 4743 5533999 38.751
ls_cat 20 4746 5535030 40.466
ls_cat 20 4747 6047873 40.466
ls_cat 20 4750 6154374 42.167
ls_cat 20 4760 6206411 43.868
ls_cat 20 4762 6712593 45.005
ls_cat 20 4763 6902343 46.719
ls_cat 20 4768 6954462 47.284
ls_cat 20 4771 7004180 47.284
ls_cat 20 4772 7227940 47.284
ls_cat 20 4782 7678379 47.849
ls_cat 20 4792 7947088 48.986
ls_cat 20 4803 8195498 48.986
ls_cat 20 4806 8196375 49.551
ls_cat 20 4809 8381220 49.551
ls_cat 20 4813 8790861 51.265
ls_cat 20 4817 8798952 51.83
ls_cat 20 4826 9362176 52.497
ls_cat 20 4828 9467991 52.497
ls_cat 20 4831 9658206 52.497
ls_cat 20 4835 10164981 54.524
ls_cat 20 4841 10306806 54.524
ls_cat 20 4843 10456469 54.524
ls_cat 20 4846 10676851 54.524
ls_cat 20 4860 11347946 54.524
ls_cat 20 4863 11400801 54.524
ls_cat 20 4866 11632078 54.524
ls_cat 14 3312 434256 0
ls_cat 14 3314 502243 0
ls_cat 14 3315 609355 0
ls_cat 14 3326 707421 0
ls_cat 14 3328 1011897 1.136
ls_cat 14 3330 1133338 1.136
ls_cat 14 3333 1279593 1.136
ls_cat 14 3334 1799529 1.701
ls_cat 14 3336 2107613 1.701
ls_cat 14 3337 2132228 1.701
ls_cat 14 3343 2184265 1.701
ls_cat 14 3347 2313592 4.001
ls_cat 14 3350 2390777 4.001
ls_cat 14 3352 2607071 4.001
ls_cat 14 3353 2633268 4.001
ls_cat 14 3358 2743511 5.137
ls_cat 14 3359 2982337 5.137
ls_cat 14 3364 3909859 5.702
ls_cat 14 3365 3910162 5.702
ls_cat 14 3367 4000128 5.702
ls_cat 14 3369 4076751 8.001
ls_cat 14 3371 4317445 10.301
ls_cat 14 3378 4334378 11.437
ls_cat 14 3385 4616768 14.873
ls_cat 14 3387 4769337 17.172
ls_cat 14 3391 5271777 17.172
ls_cat 14 3393 5405457 19.451
ls_cat 14 3394 5489079 19.451
ls_cat 14 3397 5596142 19.451
ls_cat 14 3401 5889252 23.547
ls_cat 14 3403 6237207 24.684
ls_cat 14 3404 6462636 24.684
ls_cat 14 3407 6601636 24.684
ls_cat 14 3413 6639629 25.814
ls_cat 14 3414 6840326 29.303
ls_cat 14 3417 7622045 33.331
ls_cat 14 3420 7945840 35.045
ls_cat 14 3426 8178742 35.045
ls_cat 14 3428 8496185 36.747
ls_cat 14 3434 8718993 36.747
ls_cat 14 3448 8919752 40.774
ls_cat 14 3452 9244731 40.774
ls_cat 14 3453 9503865 40.774
ls_cat 14 3454 9559657 41.91
ls_cat 14 3457 9882167 41.91
ls_cat 14 3470 10679875 51.139
ls_cat 14 3479 11154840 55.194
ls_cat 14 3482 11804938 55.194
ls_cat 14 3488 12471159 55.194
ls_cat 30 6424 305164 0
ls_cat 30 6432 594066 0
ls_cat 30 6436 709082 0
ls_cat 30 6437 744307 0
ls_cat 30 6441 895180 0.699
ls_cat 30 6443 941870 0.699
ls_cat 30 6445 1058002 0.699
ls_cat 30 6448 1188180 0.699
ls_cat 30 6455 1441886 1.829
ls_cat 30 6457 1657397 1.829
ls_cat 30 6462 1720384 2.966
ls_cat 30 6467 2116957 4.102
ls_cat 30 6473 2155959 4.102
ls_cat 30 6480 2331519 5.232
ls_cat 30 6482 2537088 5.232
ls_cat 30 6487 2615043 5.232
ls_cat 30 6494 3095596 9.858
ls_cat 30 6496 3177394 11.573
ls_cat 30 6498 3721854 11.573
ls_cat 30 6501 3762087 13.287
ls_cat 30 6504 3766757 13.287
ls_cat 30 6508 3818049 13.287
ls_cat 30 6512 3856263 13.852
ls_cat 30 6516 3945073 13.852
ls_cat 30 6521 4322307 14.417
ls_cat 30 6527 4380092 14.982
ls_cat 30 6530 4639515 17.281
ls_cat 30 6531 4680106 17.846
ls_cat 30 6534 4845436 21.901
ls_cat 30 6538 4912658 27.091
ls_cat 30 6541 5057459 27.091
ls_cat 30 6550 5513531 27.091
ls_cat 30 6551 5619905 27.656
ls_cat 30 6565 6583045 31.752
ls_cat 30 6566 6924697 31.752
ls_cat 30 6577 6931711 32.317
ls_cat 30 6578 7213328 34.032
ls_cat 30 6580 7348984 34.032
ls_cat 30 6583 8064230 34.032
ls_cat 30 6587 8064552 34.032
ls_cat 30 6589 8080891 34.032
ls_cat 30 6591 8140986 34.032
ls_cat 30 6598 8815501 34.032
ls_cat 30 6601 8971200 34.032
ls_cat 9 2289 881127 0
ls_cat 9 2291 1025019 0
ls_cat 9 2295 1029933 0.654
ls_cat 9 2296 1508742 0.654
ls_cat 9 2303 2302222 0.654
ls_cat 9 2305 3069829 1.969
ls_cat 9 2307 3329337 1.969
ls_cat 9 2311 4026312 1.969
ls_cat 9 2316 4036090 7.3
ls_cat 9 2318 4087527 7.3
ls_cat 9 2328 4160743 9.014
ls_cat 9 2330 4161582 10.729
ls_cat 9 2332 4873049 16.688
ls_cat 9 2333 5059914 16.688
ls_cat 9 2334 5618487 16.688
ls_cat 9 2346 5832885 17.818
ls_cat 9 2354 6133659 27.727
ls_cat 9 2357 6319089 28.864
ls_cat 9 2365 6436762 29.428
ls_cat 9 2366 6514777 32.918
ls_cat 9 2368 6820565 36.973
ls_cat 9 2370 7176539 38.109
ls_cat 9 2375 7505672 38.109
ls_cat 9 2382 7776165 39.246
ls_cat 9 2390 8468630 40.382
ls_cat 9 2391 8554747 40.947
ls_cat 9 2400 8620900 40.947
ls_cat 9 2401 8804497 40.947
ls_cat 9 2409 8821676 40.947
ls_cat 9 2410 8878895 40.947
ls_cat 9 2419 9008783 40.947
ls_cat 9 2421 9061064 41.512
ls_cat 9 2423 9200049 42.077
ls_cat 9 2430 9228543 42.077
ls_cat 9 2432 9326463 47.973
ls_cat 9 2441 9539419 49.109
ls_cat 9 2443 9547376 49.674
ls_cat 9 2450 9715294 51.375
ls_cat 9 2453 10198342 51.375
ls_cat 9 2458 10228272 52.658
ls_cat 9 2466 10504099 52.658
ls_cat 9 2470 10531031 53.295
ls_cat 9 2476 10757987 53.295
ls_cat 9 2480 11399511 53.295
ls_cat 9 2487 11825051 53.295
ls_cat 9 2489 12345714 53.295
ls_cat 9 2492 12864411 53.295
ls_cat 15 3490 178018 0
ls_cat 15 3494 242929 0
ls_cat 15 3497 498850 0
ls_cat 15 3499 538750 4.709
ls_cat 15 3502 598895 4.709
ls_cat 15 3506 908685 6.737
ls_cat 15 3513 933400 6.737
ls_cat 15 3517 1267068 6.737
ls_cat 15 3518 1386480 6.737
ls_cat 15 3524 1683694 6.737
ls_cat 15 3531 1968854 6.737
ls_cat 15 3534 1986904 7.302
ls_cat 15 3538 2452466 7.867
ls_cat 15 3547 2499325 7.867
ls_cat 15 3566 2625223 8.997
ls_cat 15 3574 2810527 10.133
ls_cat 15 3581 3153306 11.263
ls_cat 15 3582 3219570 11.263
ls_cat 15 3584 3249491 11.263
ls_cat 15 3585 3360868 11.828
ls_cat 15 3587 3522178 12.964
ls_cat 15 3595 3579725 14.679
ls_cat 15 3600 3863231 17.543
ls_cat 15 3602 4050619 21.033
ls_cat 15 3605 4210174 21.598
ls_cat 15 3608 4481338 22.163
ls_cat 15 3611 4826330 22.728
ls_cat 15 3617 4855680 27.918
ls_cat 15 3620 5126841 30.217
ls_cat 15 3623 5152291 30.217
ls_cat 15 3628 5285524 30.217
ls_cat 15 3632 5303821 36.814
ls_cat 15 3636 5457990 40.827
ls_cat 15 3638 6644000 43.718
ls_cat 15 3640 6654127 43.718
ls_cat 15 3641 6807927 45.433
ls_cat 15 3649 7235748 45.998
ls_cat 15 3650 7386309 47.134
ls_cat 15 3651 7606871 47.699
ls_cat 15 3657 7943201 47.699
ls_cat 15 3658 8303498 48.836
ls_cat 15 3659 8572884 48.836
ls_cat 15 3673 8767829 49.401
ls_cat 15 3676 8798572 49.401
ls_cat 15 3680 8809586 49.401
ls_cat 15 3682 8893977 51.115
ls_cat 15 3687 9025576 51.115
ls_cat 15 3695 9111693 51.115
ls_cat 15 3700 9556781 52.81
ls_cat 15 3705 9997652 53.375
ls_cat 15 3711 10289626 54.042
ls_cat 15 3718 10734593 54.042
ls_cat 15 3721 10873811 54.042
ls_cat 15 3724 10904675 54.708
ls_cat 15 3726 11031739 54.708
ls_cat 15 3732 11104752 54.708
ls_cat 15 3733 11167084 54.708
ls_cat 15 3735 11728775 54.708
ls_cat 10 2500 773109 0
ls_cat 10 2501 1305491 0
ls_cat 10 2502 1496838 0
ls_cat 10 2514 1907166 2.858
ls_cat 10 2520 1933833 3.652
ls_cat 10 2523 2121268 3.652
ls_cat 10 2525 2277980 3.652
ls_cat 10 2531 2418420 6.346
ls_cat 10 2536 2791318 6.346
ls_cat 10 2541 3086259 6.346
ls_cat 10 2551 4198280 9.835
ls_cat 10 2559 4700380 17.445
ls_cat 10 2562 4739072 17.445
ls_cat 10 2566 4979378 18.01
ls_cat 10 2573 5054369 18.575
ls_cat 10 2574 5260018 18.575
