"set" "map" "mkr" "phys" "gen" "vld" "loess" "sc" "chr_length" "chr_start" "genome_pos" "rel_pos" "pos_group" "chr_type"
"76" "ls_cat" 1 262 24107239 71.731 TRUE 3.11 "HiC_scaffold_1" 34043171 0 24107239 70.8137294260867 "3" "Z"
"77" "ls_cat" 1 270 24540871 72.296 TRUE 4.16 "HiC_scaffold_1" 34043171 0 24540871 72.0875003095335 "3" "Z"
"78" "ls_cat" 1 277 24928100 78.191 TRUE 3.88 "HiC_scaffold_1" 34043171 0 24928100 73.2249648541847 "3" "Z"
"79" "ls_cat" 1 279 25100582 80.491 TRUE 3.39 "HiC_scaffold_1" 34043171 0 25100582 73.7316215343159 "3" "Z"
"80" "ls_cat" 1 284 25920538 81.627 TRUE 3.66 "HiC_scaffold_1" 34043171 0 25920538 76.1401985731588 "3" "Z"
"81" "ls_cat" 1 287 26399444 83.926 TRUE 3.39 "HiC_scaffold_1" 34043171 0 26399444 77.5469594180871 "3" "Z"
"82" "ls_cat" 1 297 26987053 84.491 TRUE 2.63 "HiC_scaffold_1" 34043171 0 26987053 79.2730295306509 "3" "Z"
"83" "ls_cat" 1 299 27608308 85.628 TRUE 2.27 "HiC_scaffold_1" 34043171 0 27608308 81.0979329745751 "4" "Z"
"84" "ls_cat" 1 303 27746759 86.193 TRUE 2.18 "HiC_scaffold_1" 34043171 0 27746759 81.5046254063701 "4" "Z"
"85" "ls_cat" 1 304 28139591 86.193 TRUE 1.93 "HiC_scaffold_1" 34043171 0 28139591 82.6585484648301 "4" "Z"
"86" "ls_cat" 1 311 28139914 86.758 TRUE 1.93 "HiC_scaffold_1" 34043171 0 28139914 82.6594972601113 "4" "Z"
"87" "ls_cat" 1 312 28208575 86.758 TRUE 1.89 "HiC_scaffold_1" 34043171 0 28208575 82.8611852873518 "4" "Z"
"88" "ls_cat" 1 314 28789190 86.758 TRUE 1.53 "HiC_scaffold_1" 34043171 0 28789190 84.5667108977598 "4" "Z"
"89" "ls_cat" 1 316 28868197 86.758 TRUE 1.48 "HiC_scaffold_1" 34043171 0 28868197 84.7987897484638 "4" "Z"
"90" "ls_cat" 1 317 28915518 86.758 TRUE 1.45 "HiC_scaffold_1" 34043171 0 28915518 84.9377926633215 "4" "Z"
"91" "ls_cat" 1 318 28961716 87.323 TRUE 1.42 "HiC_scaffold_1" 34043171 0 28961716 85.0734968255454 "4" "Z"
"92" "ls_cat" 1 322 29285768 89.602 TRUE 1.22 "HiC_scaffold_1" 34043171 0 29285768 86.0253823006088 "4" "Z"
"93" "ls_cat" 1 326 29749956 89.602 TRUE 0.94 "HiC_scaffold_1" 34043171 0 29749956 87.3889098051413 "4" "Z"
"94" "ls_cat" 1 328 29750500 89.602 TRUE 0.94 "HiC_scaffold_1" 34043171 0 29750500 87.3905077761411 "4" "Z"
"95" "ls_cat" 1 330 29867700 89.602 TRUE 0.87 "HiC_scaffold_1" 34043171 0 29867700 87.7347765283087 "4" "Z"
"96" "ls_cat" 1 335 32179853 89.602 TRUE NA "HiC_scaffold_1" 34043171 0 32179853 94.5266027068983 "5" "Z"
"97" "ls_cat" 2 342 17994 0 TRUE NA "HiC_scaffold_2" 32763382 34043171 34061165 0.0549210701141903 "5" "Autosome"
"98" "ls_cat" 2 363 1562507 0 TRUE 0.41 "HiC_scaffold_2" 32763382 34043171 35605678 4.76906504951168 "5" "Autosome"
"99" "ls_cat" 2 367 1902890 0.667 TRUE 0.74 "HiC_scaffold_2" 32763382 34043171 35946061 5.80797794318059 "5" "Autosome"
"100" "ls_cat" 2 372 1910946 1.333 TRUE 0.74 "HiC_scaffold_2" 32763382 34043171 35954117 5.83256636936932 "5" "Autosome"
"101" "ls_cat" 2 375 2015918 1.333 TRUE 0.84 "HiC_scaffold_2" 32763382 34043171 36059089 6.15296064368446 "5" "Autosome"
"102" "ls_cat" 2 380 2240080 1.333 TRUE 1.05 "HiC_scaffold_2" 32763382 34043171 36283251 6.83714520069998 "5" "Autosome"
"103" "ls_cat" 2 381 2481393 1.333 TRUE 1.28 "HiC_scaffold_2" 32763382 34043171 36524564 7.57367783338118 "5" "Autosome"
"104" "ls_cat" 2 388 2695156 1.333 TRUE 1.49 "HiC_scaffold_2" 32763382 34043171 36738327 8.22612268782264 "5" "Autosome"
"105" "ls_cat" 2 398 3429666 1.333 TRUE 2.19 "HiC_scaffold_2" 32763382 34043171 37472837 10.4679852647691 "4" "Autosome"
"106" "ls_cat" 2 402 3477246 1.333 TRUE 2.23 "HiC_scaffold_2" 32763382 34043171 37520417 10.6132083678053 "4" "Autosome"
"107" "ls_cat" 2 406 3519261 4.198 TRUE 2.28 "HiC_scaffold_2" 32763382 34043171 37562432 10.7414460448558 "4" "Autosome"
"108" "ls_cat" 2 415 4080485 4.198 TRUE 2.97 "HiC_scaffold_2" 32763382 34043171 38123656 12.4544071793321 "4" "Autosome"
"109" "ls_cat" 2 418 4088836 4.198 TRUE 2.98 "HiC_scaffold_2" 32763382 34043171 38132007 12.4798960009684 "4" "Autosome"
"110" "ls_cat" 2 419 4144661 4.198 TRUE 3.04 "HiC_scaffold_2" 32763382 34043171 38187832 12.6502843937174 "4" "Autosome"
"111" "ls_cat" 2 422 4820749 6.47 TRUE 3.6 "HiC_scaffold_2" 32763382 34043171 38863920 14.7138320457882 "4" "Autosome"
"112" "ls_cat" 2 426 5276473 7.035 TRUE 3.82 "HiC_scaffold_2" 32763382 34043171 39319644 16.1047873507076 "4" "Autosome"
"113" "ls_cat" 2 433 5391864 7.035 TRUE 4.38 "HiC_scaffold_2" 32763382 34043171 39435035 16.4569823713559 "4" "Autosome"
"114" "ls_cat" 2 440 5469920 7.6 TRUE 4.66 "HiC_scaffold_2" 32763382 34043171 39513091 16.6952239545966 "4" "Autosome"
"115" "ls_cat" 2 444 5854961 9.315 TRUE 4.95 "HiC_scaffold_2" 32763382 34043171 39898132 17.8704414580888 "4" "Autosome"
"116" "ls_cat" 2 445 6109175 11.029 TRUE 4.14 "HiC_scaffold_2" 32763382 34043171 40152346 18.6463503676147 "4" "Autosome"
"117" "ls_cat" 2 448 6323635 13.894 TRUE 4.44 "HiC_scaffold_2" 32763382 34043171 40366806 19.3009225970628 "4" "Autosome"
"118" "ls_cat" 2 451 6507264 16.193 TRUE 4.65 "HiC_scaffold_2" 32763382 34043171 40550435 19.8613928195813 "4" "Autosome"
"119" "ls_cat" 2 453 6882980 17.323 TRUE 4.96 "HiC_scaffold_2" 32763382 34043171 40926151 21.0081486703662 "3" "Autosome"
"120" "ls_cat" 2 456 7437927 19.037 TRUE 5.1 "HiC_scaffold_2" 32763382 34043171 41481098 22.7019512210308 "3" "Autosome"
"121" "ls_cat" 2 462 7479293 20.752 TRUE 5.1 "HiC_scaffold_2" 32763382 34043171 41522464 22.8282080280967 "3" "Autosome"
"122" "ls_cat" 2 463 7496863 21.888 TRUE 5.09 "HiC_scaffold_2" 32763382 34043171 41540034 22.8818349705168 "3" "Autosome"
"123" "ls_cat" 2 464 8368909 24.187 TRUE 4.5 "HiC_scaffold_2" 32763382 34043171 42412080 25.5434832704389 "3" "Autosome"
"124" "ls_cat" 2 472 8617706 24.752 TRUE 4.16 "HiC_scaffold_2" 32763382 34043171 42660877 26.3028584777969 "3" "Autosome"
"125" "ls_cat" 2 479 9058668 25.317 TRUE 4.21 "HiC_scaffold_2" 32763382 34043171 43101839 27.648757384082 "3" "Autosome"
"126" "ls_cat" 2 483 9164911 26.454 TRUE 4.2 "HiC_scaffold_2" 32763382 34043171 43208082 27.9730309892916 "3" "Autosome"
"127" "ls_cat" 2 486 9618690 27.59 TRUE 3.99 "HiC_scaffold_2" 32763382 34043171 43661861 29.3580497886329 "3" "Autosome"
"128" "ls_cat" 2 493 9714790 28.726 TRUE 3.91 "HiC_scaffold_2" 32763382 34043171 43757961 29.6513650513857 "3" "Autosome"
"129" "ls_cat" 2 497 10005979 28.726 TRUE 3.64 "HiC_scaffold_2" 32763382 34043171 44049150 30.5401286106544 "2" "Autosome"
"130" "ls_cat" 2 499 10092333 29.291 TRUE 3.56 "HiC_scaffold_2" 32763382 34043171 44135504 30.8036972495697 "2" "Autosome"
"131" "ls_cat" 2 502 10825815 30.428 TRUE 3.15 "HiC_scaffold_2" 32763382 34043171 44868986 33.0424221772954 "2" "Autosome"
"132" "ls_cat" 2 508 10948472 30.993 TRUE 3.11 "HiC_scaffold_2" 32763382 34043171 44991643 33.4167943956457 "2" "Autosome"
"133" "ls_cat" 2 518 11437500 35.702 TRUE 3.07 "HiC_scaffold_2" 32763382 34043171 45480671 34.9093997683145 "2" "Autosome"
"134" "ls_cat" 2 519 11523592 37.417 TRUE 3.05 "HiC_scaffold_2" 32763382 34043171 45566763 35.1721687339848 "2" "Autosome"
"135" "ls_cat" 2 528 11761302 37.417 TRUE 2.99 "HiC_scaffold_2" 32763382 34043171 45804473 35.8977043334537 "2" "Autosome"
"136" "ls_cat" 2 532 12007948 37.417 TRUE 2.93 "HiC_scaffold_2" 32763382 34043171 46051119 36.6505142845143 "2" "Autosome"
"137" "ls_cat" 2 540 12687180 37.982 TRUE 2.71 "HiC_scaffold_2" 32763382 34043171 46730351 38.7236580155248 "2" "Autosome"
"138" "ls_cat" 2 543 12804941 37.982 TRUE 2.66 "HiC_scaffold_2" 32763382 34043171 46848112 39.0830867216333 "2" "Autosome"
"139" "ls_cat" 2 545 12932815 39.118 TRUE 2.61 "HiC_scaffold_2" 32763382 34043171 46975986 39.47338220456 "2" "Autosome"
"140" "ls_cat" 2 546 12958559 39.118 TRUE 2.6 "HiC_scaffold_2" 32763382 34043171 47001730 39.5519577313478 "2" "Autosome"
"141" "ls_cat" 2 547 13183001 39.118 TRUE 2.51 "HiC_scaffold_2" 32763382 34043171 47226172 40.2369969009915 "1" "Autosome"
"142" "ls_cat" 2 552 13613514 39.683 TRUE 2.27 "HiC_scaffold_2" 32763382 34043171 47656685 41.5510034953046 "1" "Autosome"
"143" "ls_cat" 2 559 14431555 41.962 TRUE 1.93 "HiC_scaffold_2" 32763382 34043171 48474726 44.0478183845612 "1" "Autosome"
"144" "ls_cat" 2 569 14912025 41.962 TRUE 1.79 "HiC_scaffold_2" 32763382 34043171 48955196 45.5143031326864 "1" "Autosome"
"145" "ls_cat" 2 572 14991257 42.527 TRUE 1.77 "HiC_scaffold_2" 32763382 34043171 49034428 45.7561340889655 "1" "Autosome"
"146" "ls_cat" 2 575 16397318 44.827 TRUE 1.66 "HiC_scaffold_2" 32763382 34043171 50440489 50.0476965412179 "1" "Autosome"
"147" "ls_cat" 2 580 16398614 44.827 TRUE 1.66 "HiC_scaffold_2" 32763382 34043171 50441785 50.0516521768113 "1" "Autosome"
"148" "ls_cat" 2 589 16471269 45.963 TRUE 1.67 "HiC_scaffold_2" 32763382 34043171 50514440 50.2734088928915 "1" "Autosome"
"149" "ls_cat" 2 590 16508220 45.963 TRUE 1.67 "HiC_scaffold_2" 32763382 34043171 50551391 50.3861902901233 "1" "Autosome"
"150" "ls_cat" 2 594 16533821 46.528 TRUE 1.64 "HiC_scaffold_2" 32763382 34043171 50576992 50.4643293540331 "1" "Autosome"
"151" "ls_cat" 2 598 16585136 46.528 TRUE 1.58 "HiC_scaffold_2" 32763382 34043171 50628307 50.620952379092 "1" "Autosome"
"152" "ls_cat" 2 599 16782882 46.528 TRUE 1.39 "HiC_scaffold_2" 32763382 34043171 50826053 51.224510339012 "1" "Autosome"
"153" "ls_cat" 2 600 16823378 46.528 TRUE 1.36 "HiC_scaffold_2" 32763382 34043171 50866549 51.3481117425545 "1" "Autosome"
"154" "ls_cat" 2 602 16837914 46.528 TRUE 1.35 "HiC_scaffold_2" 32763382 34043171 50881085 51.3924783467104 "1" "Autosome"
"155" "ls_cat" 2 609 17282799 47.093 TRUE 1.1 "HiC_scaffold_2" 32763382 34043171 51325970 52.7503509863542 "1" "Autosome"
"156" "ls_cat" 2 610 17806390 47.093 TRUE 1.1 "HiC_scaffold_2" 32763382 34043171 51849561 54.3484491314114 "1" "Autosome"
"157" "ls_cat" 2 612 18254731 48.229 TRUE 1.35 "HiC_scaffold_2" 32763382 34043171 52297902 55.7168701326377 "1" "Autosome"
"158" "ls_cat" 2 614 18281126 48.229 TRUE 1.29 "HiC_scaffold_2" 32763382 34043171 52324297 55.7974326337861 "1" "Autosome"
"159" "ls_cat" 2 620 18303897 48.794 TRUE 1.24 "HiC_scaffold_2" 32763382 34043171 52347068 55.8669340057751 "1" "Autosome"
"160" "ls_cat" 2 622 19191007 48.794 TRUE 1.07 "HiC_scaffold_2" 32763382 34043171 53234178 58.5745604650948 "1" "Autosome"
"161" "ls_cat" 2 623 19216833 48.794 TRUE 1.12 "HiC_scaffold_2" 32763382 34043171 53260004 58.6533862712952 "1" "Autosome"
"162" "ls_cat" 2 627 19471622 49.924 TRUE 1.73 "HiC_scaffold_2" 32763382 34043171 53514793 59.4310501888969 "1" "Autosome"
"163" "ls_cat" 2 631 19747351 49.924 TRUE 2.17 "HiC_scaffold_2" 32763382 34043171 53790522 60.2726269223366 "2" "Autosome"
"164" "ls_cat" 2 636 19805512 49.924 TRUE 2.23 "HiC_scaffold_2" 32763382 34043171 53848683 60.4501452261552 "2" "Autosome"
"165" "ls_cat" 2 642 20129430 49.924 TRUE 2.31 "HiC_scaffold_2" 32763382 34043171 54172601 61.4388038450976 "2" "Autosome"
"166" "ls_cat" 2 647 20223988 49.924 TRUE 2.26 "HiC_scaffold_2" 32763382 34043171 54267159 61.7274126340193 "2" "Autosome"
"167" "ls_cat" 2 649 20444627 49.924 TRUE 2.48 "HiC_scaffold_2" 32763382 34043171 54487798 62.4008443328592 "2" "Autosome"
"168" "ls_cat" 2 653 20576048 51.061 TRUE 2.59 "HiC_scaffold_2" 32763382 34043171 54619219 62.8019659264724 "2" "Autosome"
"169" "ls_cat" 2 659 20580946 51.061 TRUE 2.59 "HiC_scaffold_2" 32763382 34043171 54624117 62.8169155430901 "2" "Autosome"
"170" "ls_cat" 2 667 20613202 51.061 TRUE 2.61 "HiC_scaffold_2" 32763382 34043171 54656373 62.9153669178597 "2" "Autosome"
"171" "ls_cat" 2 669 20634533 51.626 TRUE 2.62 "HiC_scaffold_2" 32763382 34043171 54677704 62.9804731391893 "2" "Autosome"
"172" "ls_cat" 2 671 20635090 51.626 TRUE 2.62 "HiC_scaffold_2" 32763382 34043171 54678261 62.9821732078819 "2" "Autosome"
"173" "ls_cat" 2 672 20784692 51.626 TRUE 2.7 "HiC_scaffold_2" 32763382 34043171 54827863 63.4387866307575 "2" "Autosome"
"174" "ls_cat" 2 675 20840871 52.191 TRUE 2.72 "HiC_scaffold_2" 32763382 34043171 54884042 63.6102554980435 "2" "Autosome"
"175" "ls_cat" 2 696 20849960 52.756 TRUE 2.74 "HiC_scaffold_2" 32763382 34043171 54893131 63.6379968343927 "2" "Autosome"
"176" "ls_cat" 2 703 20880035 52.756 TRUE 2.8 "HiC_scaffold_2" 32763382 34043171 54923206 63.7297913872261 "2" "Autosome"
"177" "ls_cat" 2 710 21164063 55.035 TRUE 3.2 "HiC_scaffold_2" 32763382 34043171 55207234 64.5966982285284 "2" "Autosome"
"178" "ls_cat" 2 711 21175042 55.035 TRUE 3.21 "HiC_scaffold_2" 32763382 34043171 55218213 64.630208200118 "2" "Autosome"
"179" "ls_cat" 2 714 21513487 55.035 TRUE 3.26 "HiC_scaffold_2" 32763382 34043171 55556658 65.6632059535246 "2" "Autosome"
"180" "ls_cat" 2 717 21629234 56.172 TRUE 3.54 "HiC_scaffold_2" 32763382 34043171 55672405 66.016487553086 "2" "Autosome"
"181" "ls_cat" 2 718 22182029 56.172 TRUE 3.98 "HiC_scaffold_2" 32763382 34043171 56225200 67.7037217952652 "2" "Autosome"
"182" "ls_cat" 2 720 22431483 57.308 TRUE 3.7 "HiC_scaffold_2" 32763382 34043171 56474654 68.4651022901116 "2" "Autosome"
"183" "ls_cat" 2 722 22571260 57.308 TRUE 3.41 "HiC_scaffold_2" 32763382 34043171 56614431 68.8917279663009 "2" "Autosome"
"184" "ls_cat" 2 724 22590872 57.873 TRUE 3.41 "HiC_scaffold_2" 32763382 34043171 56634043 68.951587476531 "2" "Autosome"
"185" "ls_cat" 2 726 22688383 57.873 TRUE 3.4 "HiC_scaffold_2" 32763382 34043171 56731554 69.2492093764923 "2" "Autosome"
"186" "ls_cat" 2 728 22688704 57.873 TRUE 3.4 "HiC_scaffold_2" 32763382 34043171 56731875 69.2501891288268 "2" "Autosome"
"187" "ls_cat" 2 729 22698463 59.009 TRUE 3.4 "HiC_scaffold_2" 32763382 34043171 56741634 69.2799754311078 "2" "Autosome"
"188" "ls_cat" 2 737 22872669 60.146 TRUE 3.38 "HiC_scaffold_2" 32763382 34043171 56915840 69.8116848864992 "2" "Autosome"
"189" "ls_cat" 2 738 22917983 60.146 TRUE 3.38 "HiC_scaffold_2" 32763382 34043171 56961154 69.9499917316228 "2" "Autosome"
"190" "ls_cat" 2 739 23253693 61.282 TRUE 3.32 "HiC_scaffold_2" 32763382 34043171 57296864 70.9746417509645 "3" "Autosome"
