"set" "map" "mkr" "phys" "gen" "vld" "loess" "sc" "chr_length" "chr_start" "genome_pos" "rel_pos" "pos_group" "chr_type" "phys_assembly" "chr_length_assembly" "gen_assembly" "chr_nr" "pop" "chrom" "gen_dist" "phys_dist" "rrate" "weight" "w_mean_rrate" "anc_chr_unit" "type" "EBR_length" "rr_mean_anc"
"29" "cat" 1 130 8628682 28.328 TRUE 6.09 "HiC_scaffold_1" 34043171 0 8628682 25.3462933872993 3 "Z" 8628682 34043171 28.328 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 136505 4.13904252591479 0.00400976160534517 2.86065026812091 1 "Z" 34043171 2.86065026812091
"30" "cat" 1 133 8969480 30.627 TRUE 8.46 "HiC_scaffold_1" 34043171 0 8969480 26.3473693446477 3 "Z" 8969480 34043171 30.627 1 "LSSPA" "HiC_scaffold_1" 2.299 340798 6.74593160757986 0.0100107595734839 2.86065026812091 1 "Z" 34043171 2.86065026812091
"31" "cat" 1 134 9094408 31.192 TRUE 11.91 "HiC_scaffold_1" 34043171 0 9094408 26.7143386848423 3 "Z" 9094408 34043171 31.192 1 "LSSPA" "HiC_scaffold_1" 0.565000000000001 124928 4.52260502049181 0.00366969340194543 2.86065026812091 1 "Z" 34043171 2.86065026812091
"32" "cat" 1 135 9145964 31.757 TRUE 13.35 "HiC_scaffold_1" 34043171 0 9145964 26.8657816864357 3 "Z" 9145964 34043171 31.757 1 "LSSPA" "HiC_scaffold_1" 0.565000000000001 51556 10.9589572503686 0.00151443001593477 2.86065026812091 1 "Z" 34043171 2.86065026812091
"33" "cat" 1 141 9171153 31.757 TRUE 14.06 "HiC_scaffold_1" 34043171 0 9171153 26.9397730311316 3 "Z" 9171153 34043171 31.757 1 "LSSPA" "HiC_scaffold_1" 0 25189 0 0.000739913446958275 2.86065026812091 1 "Z" 34043171 2.86065026812091
"34" "cat" 1 144 9341424 34.622 TRUE 11.43 "HiC_scaffold_1" 34043171 0 9341424 27.4399350166293 3 "Z" 9341424 34043171 34.622 1 "LSSPA" "HiC_scaffold_1" 2.865 170271 16.8261183642546 0.00500161985497767 2.86065026812091 1 "Z" 34043171 2.86065026812091
"35" "cat" 1 145 9376344 36.336 TRUE 10.91 "HiC_scaffold_1" 34043171 0 9376344 27.5425106550738 3 "Z" 9376344 34043171 36.336 1 "LSSPA" "HiC_scaffold_1" 1.714 34920 49.0836197021764 0.00102575638444492 2.86065026812091 1 "Z" 34043171 2.86065026812091
"36" "cat" 1 148 10017917 36.901 TRUE 5.4 "HiC_scaffold_1" 34043171 0 10017917 29.4270971408627 3 "Z" 10017917 34043171 36.901 1 "LSSPA" "HiC_scaffold_1" 0.565000000000005 641573 0.880648032258223 0.0188458648578888 2.86065026812091 1 "Z" 34043171 2.86065026812091
"37" "cat" 1 152 10120873 39.2 TRUE 5.51 "HiC_scaffold_1" 34043171 0 10120873 29.7295249023659 3 "Z" 10120873 34043171 39.2 1 "LSSPA" "HiC_scaffold_1" 2.299 102956 22.3299273476048 0.00302427761503181 2.86065026812091 1 "Z" 34043171 2.86065026812091
"38" "cat" 1 154 10281982 39.765 TRUE 5.38 "HiC_scaffold_1" 34043171 0 10281982 30.2027740012821 2 "Z" 10281982 34043171 39.765 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 161109 3.50694250476384 0.00473249098916197 2.86065026812091 1 "Z" 34043171 2.86065026812091
"39" "cat" 1 158 10711924 42.045 TRUE 4.73 "HiC_scaffold_1" 34043171 0 10711924 31.4657057064396 2 "Z" 10711924 34043171 42.045 1 "LSSPA" "HiC_scaffold_1" 2.28 429942 5.30304087528085 0.0126293170515755 2.86065026812091 1 "Z" 34043171 2.86065026812091
"40" "cat" 1 159 11227247 43.181 TRUE 3.51 "HiC_scaffold_1" 34043171 0 11227247 32.9794395475087 2 "Z" 11227247 34043171 43.181 1 "LSSPA" "HiC_scaffold_1" 1.136 515323 2.20444265053179 0.0151373384106904 2.86065026812091 1 "Z" 34043171 2.86065026812091
"41" "cat" 1 161 11560717 45.48 TRUE 3.63 "HiC_scaffold_1" 34043171 0 11560717 33.9589898955065 2 "Z" 11560717 34043171 45.48 1 "LSSPA" "HiC_scaffold_1" 2.299 333470 6.89417338891054 0.00979550347997841 2.86065026812091 1 "Z" 34043171 2.86065026812091
"42" "cat" 1 167 11881874 45.48 TRUE 1.77 "HiC_scaffold_1" 34043171 0 11881874 34.9023714623999 2 "Z" 11881874 34043171 45.48 1 "LSSPA" "HiC_scaffold_1" 0 321157 0 0.00943381566893401 2.86065026812091 1 "Z" 34043171 2.86065026812091
"43" "cat" 1 170 12328195 47.195 TRUE 6.26 "HiC_scaffold_1" 34043171 0 12328195 36.2134156069069 2 "Z" 12328195 34043171 47.195 1 "LSSPA" "HiC_scaffold_1" 1.715 446321 3.84252589503968 0.0131104414450698 2.86065026812091 1 "Z" 34043171 2.86065026812091
"44" "cat" 1 179 12420457 48.331 TRUE 6.74 "HiC_scaffold_1" 34043171 0 12420457 36.4844303134981 2 "Z" 12420457 34043171 48.331 1 "LSSPA" "HiC_scaffold_1" 1.136 92262 12.3127614836011 0.00271014706591228 2.86065026812091 1 "Z" 34043171 2.86065026812091
"45" "cat" 1 180 12454768 48.896 TRUE 6.93 "HiC_scaffold_1" 34043171 0 12454768 36.5852170469079 2 "Z" 12454768 34043171 48.896 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 34311 16.4670222377662 0.00100786733409764 2.86065026812091 1 "Z" 34043171 2.86065026812091
"46" "cat" 1 182 12544486 48.896 TRUE 7.4 "HiC_scaffold_1" 34043171 0 12544486 36.8487588891176 2 "Z" 12544486 34043171 48.896 1 "LSSPA" "HiC_scaffold_1" 0 89718 0 0.00263541842209705 2.86065026812091 1 "Z" 34043171 2.86065026812091
"47" "cat" 1 185 12546603 48.896 TRUE 7.41 "HiC_scaffold_1" 34043171 0 12546603 36.8549774637621 2 "Z" 12546603 34043171 48.896 1 "LSSPA" "HiC_scaffold_1" 0 2117 0 6.21857464453003e-05 2.86065026812091 1 "Z" 34043171 2.86065026812091
"48" "cat" 1 186 12558468 49.461 TRUE 7.47 "HiC_scaffold_1" 34043171 0 12558468 36.8898302687491 2 "Z" 12558468 34043171 49.461 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 11865 47.6190476190474 0.000348528049869385 2.86065026812091 1 "Z" 34043171 2.86065026812091
"49" "cat" 1 189 12871676 51.761 TRUE 9.03 "HiC_scaffold_1" 34043171 0 12871676 37.8098620718969 2 "Z" 12871676 34043171 51.761 1 "LSSPA" "HiC_scaffold_1" 2.3 313208 7.34336287706573 0.00920031803147832 2.86065026812091 1 "Z" 34043171 2.86065026812091
"50" "cat" 1 195 14278830 52.325 TRUE 1.82 "HiC_scaffold_1" 34043171 0 14278830 41.9433019327136 1 "Z" 14278830 34043171 52.325 1 "LSSPA" "HiC_scaffold_1" 0.564 1407154 0.400809008822062 0.0413343986081673 2.86065026812091 1 "Z" 34043171 2.86065026812091
"51" "cat" 1 197 14508534 52.89 TRUE 2.41 "HiC_scaffold_1" 34043171 0 14508534 42.6180451873887 1 "Z" 14508534 34043171 52.89 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 229704 2.45968724967784 0.00674743254675071 2.86065026812091 1 "Z" 34043171 2.86065026812091
"52" "cat" 1 201 15316434 55.19 TRUE 3.47 "HiC_scaffold_1" 34043171 0 15316434 44.9912083689266 1 "Z" 15316434 34043171 55.19 1 "LSSPA" "HiC_scaffold_1" 2.3 807900 2.84688699096422 0.0237316318153794 2.86065026812091 1 "Z" 34043171 2.86065026812091
"53" "cat" 1 205 15765440 58.041 TRUE 2.88 "HiC_scaffold_1" 34043171 0 15765440 46.3101395577985 1 "Z" 15765440 34043171 58.041 1 "LSSPA" "HiC_scaffold_1" 2.851 449006 6.34958107464043 0.0131893118887192 2.86065026812091 1 "Z" 34043171 2.86065026812091
"54" "cat" 1 206 16012085 59.177 TRUE 2.74 "HiC_scaffold_1" 34043171 0 16012085 47.0346460968633 1 "Z" 16012085 34043171 59.177 1 "LSSPA" "HiC_scaffold_1" 1.136 246645 4.60580996979466 0.00724506539064766 2.86065026812091 1 "Z" 34043171 2.86065026812091
"55" "cat" 1 210 16786175 59.177 TRUE 0.93 "HiC_scaffold_1" 34043171 0 16786175 49.3084942057836 1 "Z" 16786175 34043171 59.177 1 "LSSPA" "HiC_scaffold_1" 0 774090 0 0.0227384810892029 2.86065026812091 1 "Z" 34043171 2.86065026812091
"56" "cat" 1 211 17483747 59.177 TRUE 1.6 "HiC_scaffold_1" 34043171 0 17483747 51.3575747688134 1 "Z" 17483747 34043171 59.177 1 "LSSPA" "HiC_scaffold_1" 0 697572 0 0.0204908056302981 2.86065026812091 1 "Z" 34043171 2.86065026812091
"57" "cat" 1 212 17599046 59.742 TRUE 1.73 "HiC_scaffold_1" 34043171 0 17599046 51.6962594348217 1 "Z" 17599046 34043171 59.742 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 115299 4.90030269126356 0.00338684666008346 2.86065026812091 1 "Z" 34043171 2.86065026812091
"58" "cat" 1 217 17642444 60.878 TRUE 1.78 "HiC_scaffold_1" 34043171 0 17642444 51.8237387463113 1 "Z" 17642444 34043171 60.878 1 "LSSPA" "HiC_scaffold_1" 1.136 43398 26.1763214894696 0.0012747931148952 2.86065026812091 1 "Z" 34043171 2.86065026812091
"59" "cat" 1 220 17919483 61.443 TRUE 1.69 "HiC_scaffold_1" 34043171 0 17919483 52.6375260400977 1 "Z" 17919483 34043171 61.443 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 277039 2.03942405220925 0.00813787293786469 2.86065026812091 1 "Z" 34043171 2.86065026812091
"60" "cat" 1 221 18408231 61.443 TRUE 1.2 "HiC_scaffold_1" 34043171 0 18408231 54.0731972353574 1 "Z" 18408231 34043171 61.443 1 "LSSPA" "HiC_scaffold_1" 0 488748 0 0.0143567119525969 2.86065026812091 1 "Z" 34043171 2.86065026812091
"61" "cat" 1 233 19248337 62.008 TRUE 1.38 "HiC_scaffold_1" 34043171 0 19248337 56.5409638250209 1 "Z" 19248337 34043171 62.008 1 "LSSPA" "HiC_scaffold_1" 0.565000000000005 840106 0.672534180210598 0.0246776658966346 2.86065026812091 1 "Z" 34043171 2.86065026812091
"62" "cat" 1 236 19320750 62.008 TRUE 1.5 "HiC_scaffold_1" 34043171 0 19320750 56.7536731522454 1 "Z" 19320750 34043171 62.008 1 "LSSPA" "HiC_scaffold_1" 0 72413 0 0.00212709327224541 2.86065026812091 1 "Z" 34043171 2.86065026812091
"63" "cat" 1 238 19519892 62.008 TRUE 1.9 "HiC_scaffold_1" 34043171 0 19519892 57.3386421611547 1 "Z" 19519892 34043171 62.008 1 "LSSPA" "HiC_scaffold_1" 0 199142 0 0.00584969008909305 2.86065026812091 1 "Z" 34043171 2.86065026812091
"64" "cat" 1 240 20006942 63.723 TRUE 2.32 "HiC_scaffold_1" 34043171 0 20006942 58.7693255719334 1 "Z" 20006942 34043171 63.723 1 "LSSPA" "HiC_scaffold_1" 1.715 487050 3.52119905553844 0.0143068341077863 2.86065026812091 1 "Z" 34043171 2.86065026812091
"65" "cat" 1 246 20065651 63.723 TRUE 2.33 "HiC_scaffold_1" 34043171 0 20065651 58.9417801297065 1 "Z" 20065651 34043171 63.723 1 "LSSPA" "HiC_scaffold_1" 0 58709 0 0.00172454557773129 2.86065026812091 1 "Z" 34043171 2.86065026812091
"66" "cat" 1 247 20339349 64.288 TRUE 2.77 "HiC_scaffold_1" 34043171 0 20339349 59.7457534140988 1 "Z" 20339349 34043171 64.288 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 273698 2.06431906700085 0.00803973284392338 2.86065026812091 1 "Z" 34043171 2.86065026812091
"67" "cat" 1 249 20781587 64.853 TRUE 11.07 "HiC_scaffold_1" 34043171 0 20781587 61.0448039637671 2 "Z" 20781587 34043171 64.853 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 442238 1.27759260850492 0.0129905054966824 2.86065026812091 1 "Z" 34043171 2.86065026812091
"68" "cat" 1 253 20802551 64.853 TRUE 11.3 "HiC_scaffold_1" 34043171 0 20802551 61.1063845961941 2 "Z" 20802551 34043171 64.853 1 "LSSPA" "HiC_scaffold_1" 0 20964 0 0.000615806324269851 2.86065026812091 1 "Z" 34043171 2.86065026812091
"69" "cat" 1 255 20917992 67.744 TRUE 4.28 "HiC_scaffold_1" 34043171 0 20917992 61.4454863796325 2 "Z" 20917992 34043171 67.744 1 "LSSPA" "HiC_scaffold_1" 2.89100000000001 115441 25.04309560728 0.00339101783438446 2.86065026812091 1 "Z" 34043171 2.86065026812091
"70" "cat" 1 256 21028647 69.458 TRUE 3.58 "HiC_scaffold_1" 34043171 0 21028647 61.7705295432085 2 "Z" 21028647 34043171 69.458 1 "LSSPA" "HiC_scaffold_1" 1.714 110655 15.4895847453798 0.00325043163576037 2.86065026812091 1 "Z" 34043171 2.86065026812091
"71" "cat" 1 258 22053918 69.458 TRUE 1.49 "HiC_scaffold_1" 34043171 0 22053918 64.7822084493833 2 "Z" 22053918 34043171 69.458 1 "LSSPA" "HiC_scaffold_1" 0 1025271 0 0.0301167890617475 2.86065026812091 1 "Z" 34043171 2.86065026812091
"72" "cat" 1 259 23298398 70.595 TRUE 1.76 "HiC_scaffold_1" 34043171 0 23298398 68.4378021072126 2 "Z" 23298398 34043171 70.595 1 "LSSPA" "HiC_scaffold_1" 1.137 1244480 0.913634610439702 0.0365559365782935 2.86065026812091 1 "Z" 34043171 2.86065026812091
"73" "cat" 1 260 23300505 70.595 TRUE 1.76 "HiC_scaffold_1" 34043171 0 23300505 68.4439913073902 2 "Z" 23300505 34043171 70.595 1 "LSSPA" "HiC_scaffold_1" 0 2107 0 6.18920017762153e-05 2.86065026812091 1 "Z" 34043171 2.86065026812091
"74" "cat" 1 261 23856346 71.731 TRUE 2.9 "HiC_scaffold_1" 34043171 0 23856346 70.0767446134792 3 "Z" 23856346 34043171 71.731 1 "LSSPA" "HiC_scaffold_1" 1.136 555841 2.04374992129043 0.0163275330608891 2.86065026812091 1 "Z" 34043171 2.86065026812091
"75" "cat" 1 262 24107239 71.731 TRUE 4.11 "HiC_scaffold_1" 34043171 0 24107239 70.8137294260867 3 "Z" 24107239 34043171 71.731 1 "LSSPA" "HiC_scaffold_1" 0 250893 0 0.00736984812607498 2.86065026812091 1 "Z" 34043171 2.86065026812091
"76" "cat" 1 270 24540871 72.296 TRUE 5.71 "HiC_scaffold_1" 34043171 0 24540871 72.0875003095335 3 "Z" 24540871 34043171 72.296 1 "LSSPA" "HiC_scaffold_1" 0.565000000000012 433632 1.30294812190985 0.0127377088344679 2.86065026812091 1 "Z" 34043171 2.86065026812091
"77" "cat" 1 277 24928100 78.191 TRUE 6.25 "HiC_scaffold_1" 34043171 0 24928100 73.2249648541847 3 "Z" 24928100 34043171 78.191 1 "LSSPA" "HiC_scaffold_1" 5.895 387229 15.2235498890837 0.0113746454465126 2.86065026812091 1 "Z" 34043171 2.86065026812091
"78" "cat" 1 279 25100582 80.491 TRUE 5.69 "HiC_scaffold_1" 34043171 0 25100582 73.7316215343159 3 "Z" 25100582 34043171 80.491 1 "LSSPA" "HiC_scaffold_1" 2.3 172482 13.3347247828759 0.00506656680131237 2.86065026812091 1 "Z" 34043171 2.86065026812091
"79" "cat" 1 284 25920538 81.627 TRUE 3.15 "HiC_scaffold_1" 34043171 0 25920538 76.1401985731588 3 "Z" 25920538 34043171 81.627 1 "LSSPA" "HiC_scaffold_1" 1.136 819956 1.38544019435189 0.0240857703884283 2.86065026812091 1 "Z" 34043171 2.86065026812091
"80" "cat" 1 287 26399444 83.926 TRUE 2.41 "HiC_scaffold_1" 34043171 0 26399444 77.5469594180871 3 "Z" 26399444 34043171 83.926 1 "LSSPA" "HiC_scaffold_1" 2.29900000000001 478906 4.80052452882195 0.0140676084492834 2.86065026812091 1 "Z" 34043171 2.86065026812091
"81" "cat" 1 297 26987053 84.491 TRUE 2.03 "HiC_scaffold_1" 34043171 0 26987053 79.2730295306509 3 "Z" 26987053 34043171 84.491 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 587609 0.961523734319927 0.0172607011256384 2.86065026812091 1 "Z" 34043171 2.86065026812091
"82" "cat" 1 299 27608308 85.628 TRUE 1.75 "HiC_scaffold_1" 34043171 0 27608308 81.0979329745751 4 "Z" 27608308 34043171 85.628 1 "LSSPA" "HiC_scaffold_1" 1.137 621255 1.83016635681001 0.0182490344392419 2.86065026812091 1 "Z" 34043171 2.86065026812091
"83" "cat" 1 303 27746759 86.193 TRUE 1.6 "HiC_scaffold_1" 34043171 0 27746759 81.5046254063701 4 "Z" 27746759 34043171 86.193 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 138451 4.08086615481288 0.00406692431794911 2.86065026812091 1 "Z" 34043171 2.86065026812091
"84" "cat" 1 304 28139591 86.193 TRUE 0.94 "HiC_scaffold_1" 34043171 0 28139591 82.6585484648301 4 "Z" 28139591 34043171 86.193 1 "LSSPA" "HiC_scaffold_1" 0 392832 0 0.0115392305846009 2.86065026812091 1 "Z" 34043171 2.86065026812091
"85" "cat" 1 311 28139914 86.758 TRUE 0.94 "HiC_scaffold_1" 34043171 0 28139914 82.6594972601113 4 "Z" 28139914 34043171 86.758 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 323 1749.22600619194 9.48795281144638e-06 2.86065026812091 1 "Z" 34043171 2.86065026812091
"86" "cat" 1 312 28208575 86.758 TRUE 0.78 "HiC_scaffold_1" 34043171 0 28208575 82.8611852873518 4 "Z" 28208575 34043171 86.758 1 "LSSPA" "HiC_scaffold_1" 0 68661 0 0.00201688027240471 2.86065026812091 1 "Z" 34043171 2.86065026812091
"87" "cat" 1 314 28789190 86.758 TRUE 3.31 "HiC_scaffold_1" 34043171 0 28789190 84.5667108977598 4 "Z" 28789190 34043171 86.758 1 "LSSPA" "HiC_scaffold_1" 0 580615 0 0.0170552561040803 2.86065026812091 1 "Z" 34043171 2.86065026812091
"88" "cat" 1 316 28868197 86.758 TRUE 4.17 "HiC_scaffold_1" 34043171 0 28868197 84.7987897484638 4 "Z" 28868197 34043171 86.758 1 "LSSPA" "HiC_scaffold_1" 0 79007 0 0.00232078850704008 2.86065026812091 1 "Z" 34043171 2.86065026812091
"89" "cat" 1 317 28915518 86.758 TRUE 4.6 "HiC_scaffold_1" 34043171 0 28915518 84.9377926633215 4 "Z" 28915518 34043171 86.758 1 "LSSPA" "HiC_scaffold_1" 0 47321 0 0.00139002914857726 2.86065026812091 1 "Z" 34043171 2.86065026812091
"90" "cat" 1 318 28961716 87.323 TRUE 4.98 "HiC_scaffold_1" 34043171 0 28961716 85.0734968255454 4 "Z" 28961716 34043171 87.323 1 "LSSPA" "HiC_scaffold_1" 0.564999999999998 46198 12.2299666652236 0.00135704162223901 2.86065026812091 1 "Z" 34043171 2.86065026812091
"91" "cat" 1 322 29285768 89.602 TRUE 3.5 "HiC_scaffold_1" 34043171 0 29285768 86.0253823006088 4 "Z" 29285768 34043171 89.602 1 "LSSPA" "HiC_scaffold_1" 2.27900000000001 324052 7.03282189278267 0.00951885475063413 2.86065026812091 1 "Z" 34043171 2.86065026812091
