pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
swe	HiC_scaffold_17	3825547	3856239	0.0096769477609977	9684	15820	1634813	386614
swe	HiC_scaffold_17	3866219	3914829	0.0091246497123238	17165	26837	2941154	561020
swe	HiC_scaffold_17	3922089	3930444	0.0122414392380623	4613	9650	788306	63344
swe	HiC_scaffold_17	3937976	4055366	0.0103255789731705	33666	57500	5568695	1536614
swe	HiC_scaffold_17	4073858	4085252	0.0060280882541872	3909	3566	591564	139900
swe	HiC_scaffold_17	4092034	4098039	0.0114932554480497	2618	5033	437909	62414
swe	HiC_scaffold_17	4108417	4111386	0.0045415904344772	1217	983	216444	32832
swe	HiC_scaffold_17	4114700	4115944	0.002915589830328	901	493	169091	4758
swe	HiC_scaffold_17	4131626	4134897	0.0020695219053632	758	236	114036	46380
swe	HiC_scaffold_17	4142362	4164252	0.0070100452203426	5916	7072	1008838	297364
swe	HiC_scaffold_17	4165072	4173116	0.0082162958287307	3630	5467	665385	76338
swe	HiC_scaffold_17	4189927	4191360	0.0108739490584183	387	701	64466	19456
swe	HiC_scaffold_17	4198482	4320907	0.0090699656332447	40917	63984	7054492	1502396
swe	HiC_scaffold_17	4337451	4343446	0.0108459495065114	4083	7533	694545	32222
swe	HiC_scaffold_17	4348883	4359483	0.0112443852441406	3695	6804	605102	128812
swe	HiC_scaffold_17	4411945	4430168	0.0118685611549571	5643	11229	946113	227170
swe	HiC_scaffold_17	4447857	4452500	0.0039087874286166	1938	1384	354074	46532
swe	HiC_scaffold_17	4454098	4460543	0.0122780837701035	4053	9026	735131	33954
swe	HiC_scaffold_17	4483412	4483952	0.0153645420512883	454	1260	82007	1754
swe	HiC_scaffold_17	4502041	4502631	0.0451935721846232	360	2818	62354	2920
swe	HiC_scaffold_17	4520625	4534417	0.0176207695120464	3366	8674	492260	196580
swe	HiC_scaffold_17	4538242	4553696	0.0111464004839685	2914	4422	396720	236752
swe	HiC_scaffold_17	4556442	4562319	0.0040024600722525	2255	1653	412996	59844
swe	HiC_scaffold_17	4573203	4596753	0.0089235203443461	7392	10316	1156046	301876
swe	HiC_scaffold_17	4625425	4631905	0.0040783213103251	3100	2232	547284	59848
swe	HiC_scaffold_17	4635799	4700442	0.0075552185666249	26133	34377	4550100	708596
swe	HiC_scaffold_17	4705484	4799659	0.009405840456386	31321	51568	5482551	1128354
swe	HiC_scaffold_17	4813140	4835176	0.0089188934255029	10810	16547	1855275	198146
swe	HiC_scaffold_17	4886788	4949254	0.0115354286603844	16442	31715	2749356	834948
swe	HiC_scaffold_17	4958583	4993335	0.0130885235291012	12234	26531	2027043	392518
swe	HiC_scaffold_17	5013536	5018091	0.0083801594974437	1435	1985	236869	59314
swe	HiC_scaffold_17	5046201	5052129	0.0042250754804025	1438	925	218931	84718
swe	HiC_scaffold_17	5064647	5115809	0.0118111078913052	14751	28694	2429408	680632
swe	HiC_scaffold_17	5138997	5265846	0.0093698309597773	33435	52024	5552288	1780604
swe	HiC_scaffold_17	5274335	5283094	0.0052829570620346	3200	3032	573921	99490
swe	HiC_scaffold_17	5298793	5325376	0.0064176969678815	1578	1714	267074	492160
swe	HiC_scaffold_17	5336636	5371841	0.0129384623287831	12276	27705	2141290	405744
swe	HiC_scaffold_17	5372061	5415724	0.0118667395268428	9662	18046	1520721	642018
swe	HiC_scaffold_17	5433802	5446413	0.0059170880166842	4584	4880	824730	136588
swe	HiC_scaffold_17	5455615	5456973	0.0201280237558304	390	1437	71393	14910
swe	HiC_scaffold_17	5460098	5460783	0.0102867802993637	637	1169	113641	1002
swe	HiC_scaffold_17	5464314	5523315	0.0134518804477443	17054	36741	2731291	785698
swe	HiC_scaffold_17	5527171	5530800	0.0096375052831649	2239	3808	395123	22982
swe	HiC_scaffold_17	5549974	5621894	0.0104827768081141	15925	27189	2593683	1040802
swe	HiC_scaffold_17	5636491	5644822	0.0161935611554947	2658	6464	399171	110414
swe	HiC_scaffold_17	5645801	5701918	0.011598382935395	6417	10753	927112	971876
swe	HiC_scaffold_17	5722726	5757622	0.0115933001581184	9379	16937	1460930	480736
swe	HiC_scaffold_17	5778790	5787764	0.0103289847559291	3337	5798	561333	103358
swe	HiC_scaffold_17	5812694	5839824	0.0095256901031732	8391	10613	1114145	369922
swe	HiC_scaffold_17	5869523	5878195	0.0113865569725362	2482	3867	339611	115178
swe	HiC_scaffold_17	5884923	5888314	0.0073997682968479	1728	2210	298658	27360
swe	HiC_scaffold_17	5907252	6005965	0.0091209465616676	31468	48554	5323351	1230506
swe	HiC_scaffold_17	6030799	6044357	0.009195950257468	6342	9915	1078192	135036
swe	HiC_scaffold_17	6045768	6164000	0.0115588609526414	30637	55451	4797272	1647388
swe	HiC_scaffold_17	6165270	6176305	0.0117413702338873	2857	4996	425504	152292
swe	HiC_scaffold_17	6177383	6464893	0.0087034890606335	138796	209156	24031282	2673592
swe	HiC_scaffold_17	6472252	6498444	0.0090831779738529	13522	18670	2055448	250144
swe	HiC_scaffold_17	6506118	6525999	0.0071819199465169	6254	7391	1029112	259724
swe	HiC_scaffold_17	6540808	6545912	0.0083651403721091	1269	1887	225579	67894
swe	HiC_scaffold_17	6585517	6603827	0.0042163470382723	7356	5432	1288319	211694
swe	HiC_scaffold_17	6634421	6692702	0.0063346669876608	30123	33154	5233740	511616
swe	HiC_scaffold_17	6694827	6809460	0.0069623767145583	43873	52380	7523293	1286238
swe	HiC_scaffold_17	6826508	6956396	0.0061511271843726	40332	42399	6892883	1655742
swe	HiC_scaffold_17	6961347	6962848	0.0104744486933389	706	1386	132322	14780
swe	HiC_scaffold_17	6963452	6966897	0.007492939601317	2043	2815	375687	25986
swe	HiC_scaffold_17	6967456	7006205	0.0071837914359035	7925	10002	1392301	604138
swe	HiC_scaffold_17	7010542	7047730	0.0067219825221403	13572	15254	2269271	432202
swe	HiC_scaffold_17	7081470	7093350	0.0068267448208832	7496	9103	1333432	74184
swe	HiC_scaffold_17	7093677	7094709	0.0023480863365017	1025	437	186109	474
swe	HiC_scaffold_17	7099020	7215462	0.0089881824497685	34938	52267	5815080	1509236
swe	HiC_scaffold_17	7217326	7218576	0.003570482701796	595	364	101947	11734
swe	HiC_scaffold_17	7222239	7222283	0.0022416234072675	45	19	8476	4
swe	HiC_scaffold_17	7224005	7224622	0.0050733828592136	190	168	33114	7904
swe	HiC_scaffold_17	7229985	7439597	0.0080158832604326	115166	160527	20026115	1705754
swe	HiC_scaffold_17	7521309	7565994	0.0072579311420022	16140	20670	2847919	502906
swe	HiC_scaffold_17	7566676	7579268	0.0066518989953169	5245	5159	775568	146140
swe	HiC_scaffold_17	7610658	7767702	0.0078256474112795	65973	91404	11680056	1629844
swe	HiC_scaffold_17	7771121	7789993	0.0092040886484548	5926	9344	1015201	223486
swe	HiC_scaffold_17	7791956	7810290	0.0080246480445501	7779	10064	1254136	189236
swe	HiC_scaffold_17	7843237	7885713	0.0120279141706864	14973	30064	2499519	493634
swe	HiC_scaffold_17	7889336	7931203	0.0083601820612323	11879	16498	1973402	546528
swe	HiC_scaffold_17	7931741	7957414	0.0106435484090238	9610	18007	1691823	293350
swe	HiC_scaffold_17	7990255	7992488	0.0067462113526758	1465	1729	256292	14204
swe	HiC_scaffold_17	8009279	8081670	0.0077449069342646	24034	31321	4044077	888894
swe	HiC_scaffold_17	8090312	8091949	0.0065995880209158	676	833	126220	17880
swe	HiC_scaffold_17	8100344	8100674	0.0058675897879705	307	339	57775	30
swe	HiC_scaffold_17	8109089	8233365	0.0080052026645495	44528	60833	7599183	1487026
swe	HiC_scaffold_17	8248894	8331432	0.004892947944247	26577	21287	4350547	1072258
swe	HiC_scaffold_17	8331681	8332336	0.0102623173988166	210	392	38198	7632
swe	HiC_scaffold_17	8340697	8454738	0.0069461790002627	42169	50252	7234481	1332646
swe	HiC_scaffold_17	8466912	8468521	0.0093889672136065	571	939	100011	18730
swe	HiC_scaffold_17	8471875	8478850	0.0085969148490351	2778	4308	501110	75584
swe	HiC_scaffold_17	8480762	8582442	0.0084307392727845	52126	76061	9021866	912568
swe	HiC_scaffold_17	8586565	8588604	0.0057347630911745	1030	1045	182222	18740
swe	HiC_scaffold_17	8590177	8705974	0.0074704303199045	54076	70445	9429845	1139522
swe	HiC_scaffold_17	8733673	8771862	0.0079572938594526	10979	14213	1786160	526636
swe	HiC_scaffold_17	8772537	8781239	0.0074559302674449	3377	2833	379966	112040
swe	HiC_scaffold_17	8792213	8796623	0.0015668934727081	2020	584	372712	45908
swe	HiC_scaffold_17	8806048	8821705	0.0041180130350002	3206	2171	527196	237432
swe	HiC_scaffold_17	8826073	8872476	0.0019741005425117	12176	4046	2049541	662830
swe	HiC_scaffold_17	8873173	8877604	0.0004604905370236	2697	221	479923	32906
swe	HiC_scaffold_17	8920123	8979744	0.0048378980322752	15861	13296	2748301	833078
swe	HiC_scaffold_17	8981833	9006425	0.0061564854122445	8755	9467	1537728	296160
swe	HiC_scaffold_17	9014693	9015082	0.0041758512575473	385	305	73039	6
swe	HiC_scaffold_17	9023090	9136531	0.0053630014019331	26115	20095	3746969	1703002
swe	HiC_scaffold_17	9166551	9175958	0.0047573625373664	1399	1192	250559	149146
swe	HiC_scaffold_17	9217405	9317312	0.0047489237059157	39493	32737	6893562	1128656
swe	HiC_scaffold_17	9322363	9336003	0.0042561928182225	2785	1845	433486	211956
swe	HiC_scaffold_17	9341787	9368940	0.0064294747592757	10146	11810	1836853	302822
swe	HiC_scaffold_17	9413533	9466296	0.0079308130304794	28885	40419	5096451	422254
swe	HiC_scaffold_17	9467029	9579129	0.0078171025594364	58167	80715	10325437	981690
swe	HiC_scaffold_17	9593781	9594605	0.0060048204787234	521	578	96256	4748
swe	HiC_scaffold_17	9600615	9660871	0.0094146952980331	31612	51091	5426729	523142
swe	HiC_scaffold_17	9691649	9714993	0.0103663311594217	10903	20174	1946108	219536
swe	HiC_scaffold_17	9721336	9728136	0.0072804923927993	3728	4780	656549	53878
swe	HiC_scaffold_17	9730438	9771689	0.0095131505316172	18616	30600	3216600	410656
swe	HiC_scaffold_17	9772186	9817948	0.010396353312461	20442	36487	3509596	461212
swe	HiC_scaffold_17	9822477	9940540	0.0090643478693146	59395	93357	10299362	1060732
swe	HiC_scaffold_17	9951730	10023140	0.0083903783759766	35495	52119	6211758	652428
swe	HiC_scaffold_17	10029354	10056809	0.0064840608775885	13304	15383	2372433	246702
swe	HiC_scaffold_17	10065778	10076769	0.0076011363615249	6067	8182	1076418	81184
swe	HiC_scaffold_17	10089134	10097400	0.0023376232731022	3851	1632	698145	81174
swe	HiC_scaffold_17	10097881	10115403	0.0016296247062921	4585	1324	812457	248634
swe	HiC_scaffold_17	10126229	10251276	0.0100738697193489	44303	44140	4381633	1697930
swe	HiC_scaffold_17	10251913	10557208	0.0209933234514032	106385	149573	7124789	4316442
swe	HiC_scaffold_17	10557761	10715601	0.0191075277968672	41759	45126	2361687	2417490
swe	HiC_scaffold_17	10716445	10729437	0.0068904790933271	7451	7528	1092522	101808
swe	HiC_scaffold_17	10733055	10765727	0.0049592353852069	15778	14213	2865966	308344
swe	HiC_scaffold_17	10767070	11034273	0.0094681844882769	110860	177913	18790614	2882656
swe	HiC_scaffold_17	11036402	11049125	0.011528856351134	2164	4044	350772	189960
swe	HiC_scaffold_17	11054899	11060314	0.0148717290447985	3744	9732	654396	25660
swe	HiC_scaffold_17	11078126	11112810	0.0098619256922391	14405	24158	2449623	366182
swe	HiC_scaffold_17	11136685	11154481	0.008996530275859	9100	14393	1599839	157050
swe	HiC_scaffold_17	11158663	11168051	0.0110194264651417	5107	9997	907216	76588
swe	HiC_scaffold_17	11174030	11174619	0.0086346630238651	534	847	98093	182
swe	HiC_scaffold_17	11178873	11183588	0.0040168020496117	1224	809	201404	69472
swe	HiC_scaffold_17	11192401	11204975	0.0165646692472374	1021	2298	138729	221830
swe	HiC_scaffold_17	11212023	11376728	0.0091370538503377	68028	107362	11750177	1787670
swe	HiC_scaffold_17	11398082	11610059	0.0106344081592972	90497	164737	15490942	2183940
swe	HiC_scaffold_17	11627838	11657934	0.0128786083891806	15000	33647	2612627	261250
swe	HiC_scaffold_17	11662850	11705739	0.0099737341478078	18056	30374	3045399	448822
swe	HiC_scaffold_17	11714350	11811920	0.0093934521239524	48203	79062	8416714	875804
swe	HiC_scaffold_17	11863556	11877009	0.0130765965156116	2130	4836	369821	210710
swe	HiC_scaffold_17	11880904	12062542	0.0098639120495721	70164	115576	11717055	2030502
swe	HiC_scaffold_17	12073574	12229590	0.0101167520206472	56732	95997	9488915	1830182
swe	HiC_scaffold_17	12237258	12293609	0.0090386152238902	24436	36000	3982911	586694
swe	HiC_scaffold_17	12302412	12424648	0.0101034261888391	42120	71723	7098879	1481434
swe	HiC_scaffold_17	12425382	12480610	0.0073561594926325	19775	22437	3050097	679678
swe	HiC_scaffold_17	12489542	12495701	0.0050528249885163	735	583	115381	108654
swe	HiC_scaffold_17	12502621	12509419	0.0055249197995512	709	527	95386	120808
swe	HiC_scaffold_17	12524824	12526726	0.0029108120588429	681	353	121272	18072
swe	HiC_scaffold_17	12540493	12556348	0.0069518833482718	7171	7950	1143575	165538
swe	HiC_scaffold_17	12573535	12575796	0.0090557746429556	1248	2069	228473	16978
swe	HiC_scaffold_17	12582678	12617008	0.00546862620153	8583	3244	593202	552696
swe	HiC_scaffold_17	12621197	12848308	0.0174185943337096	66335	66392	3811559	3341942
swe	HiC_scaffold_17	12857597	13020001	0.016039375021131	43106	43645	2721116	2547148
swe	HiC_scaffold_17	13050189	13277068	0.0114505984979587	67243	128603	11231116	3012568
swe	HiC_scaffold_17	13305294	13308572	0.0133279311790672	1256	2829	212261	40126
swe	HiC_scaffold_17	13315692	13401192	0.0108616269348316	27587	46848	4313166	1102184
swe	HiC_scaffold_17	13413630	13414716	0.0062303276504101	778	865	138837	5826
swe	HiC_scaffold_17	13423376	13444396	0.0124337939689585	6609	14029	1128296	264112
swe	HiC_scaffold_17	13473118	13604713	0.0113281594634007	38011	69207	6109289	1753602
swe	HiC_scaffold_17	13609112	13685581	0.0106149869289236	16989	26852	2529631	1169698
swe	HiC_scaffold_17	13723627	13730737	0.0082515592103212	4043	5824	705806	55356
swe	HiC_scaffold_17	13745282	13749443	0.006496851624	2648	3052	469766	26964
swe	HiC_scaffold_17	13787066	13817286	0.0063200189247494	14214	16110	2549043	286398
swe	HiC_scaffold_17	13841719	13902088	0.0074516224527401	24009	30835	4138025	645074
swe	HiC_scaffold_17	13905830	13914166	0.0102649190861868	3890	7195	700931	82414
swe	HiC_scaffold_17	13914510	13930687	0.0101620046277711	7411	12455	1225644	164952
swe	HiC_scaffold_17	13930909	13945619	0.0100347335433333	4706	7448	742222	196464
swe	HiC_scaffold_17	13949748	13961322	0.0105526356320511	4654	8770	831072	125136
swe	HiC_scaffold_17	13967072	13971366	0.0012681586179819	1470	323	254700	53768
swe	HiC_scaffold_17	13972208	13980425	0.013682496486806	1815	3067	224155	121802
swe	HiC_scaffold_17	13988643	13991138	0.0095693455408613	876	1411	147450	27236
swe	HiC_scaffold_17	13997857	14123794	0.0093903854017553	51507	79709	8488363	1343830
swe	HiC_scaffold_17	14152054	14173641	0.0055732231807395	3332	3342	599653	356678
swe	HiC_scaffold_17	14185015	14188778	0.0092635719091238	2437	4117	444429	22066
swe	HiC_scaffold_17	14189383	14246826	0.010892824141732	23622	41554	3814805	625314
swe	HiC_scaffold_17	14254506	14256680	0.0026638730918886	918	445	167050	22384
swe	HiC_scaffold_17	14266653	14275630	0.0086089044381196	4317	6228	723437	80322
swe	HiC_scaffold_17	14300865	14302258	0.0078667629266349	223	316	40169	21062
swe	HiC_scaffold_17	14368427	14373468	0.0070246361954131	3544	4358	620388	25988
swe	HiC_scaffold_17	14378869	14383568	0.0125017296472806	1889	3885	310757	48358
swe	HiC_scaffold_17	14392320	14401582	0.0111522047660115	4640	9013	808181	80654
swe	HiC_scaffold_17	14403069	14404701	0.0076323495887912	1251	1741	228108	7184
swe	HiC_scaffold_17	14405770	14412659	0.0075033501060497	1236	1691	225366	105312
swe	HiC_scaffold_17	14416380	14422377	0.0082381317908381	1831	2565	311357	75294
swe	HiC_scaffold_17	14423819	14455586	0.0075342759113075	15809	21285	2825089	268694
swe	HiC_scaffold_17	14470551	14728032	0.007588864881843	123230	161202	21241912	2424444
swe	HiC_scaffold_17	14733026	14754125	0.0089637180008066	9084	12046	1343862	238440
swe	HiC_scaffold_17	14771079	14782735	0.0080276209413225	3997	4227	526557	155718
swe	HiC_scaffold_17	14793806	14801168	0.003918167182506	3518	2480	632949	73110
swe	HiC_scaffold_17	14805967	14836421	0.011239567784756	2795	4789	426084	544704
swe	HiC_scaffold_17	14844047	14850703	0.0129727731701725	3301	7300	562717	59878
swe	HiC_scaffold_17	14851779	14876461	0.0095818118602263	7139	11740	1225238	334864
swe	HiC_scaffold_17	14887155	14891899	0.0123943676522242	2236	4799	387192	43768
swe	HiC_scaffold_17	14915132	14926262	0.007252753641572	4293	5489	756816	123036
swe	HiC_scaffold_17	14998459	15011974	0.0061189701211641	3845	3726	608926	186380
swe	HiC_scaffold_17	15012461	15012526	0.0098947368421052	50	94	9500	0
swe	HiC_scaffold_17	15013017	15014288	0.0082865543972199	692	992	119712	9876
swe	HiC_scaffold_17	15031592	15042227	0.0073981586184752	6254	8479	1146096	72868
swe	HiC_scaffold_17	15067376	15175286	0.0102331908991911	35526	61861	6045133	1325830
swe	HiC_scaffold_17	15185712	15186718	0.0032984917450674	635	379	114901	6634
swe	HiC_scaffold_17	15188513	15191939	0.0067582164357519	1626	1877	277736	28088
swe	HiC_scaffold_17	15202811	15216971	0.008143839355861	5244	7339	901172	165708
swe	HiC_scaffold_17	15221937	15229804	0.0156522145721065	2704	6695	427735	102398
swe	HiC_scaffold_17	15237716	15247142	0.0152979750311998	3899	10260	670677	94390
swe	HiC_scaffold_17	15249749	15412428	0.0119663307180584	38238	65496	5473357	2425502
swe	HiC_scaffold_17	15421617	15720247	0.009140867734863	87302	129793	14199199	3965614
swe	HiC_scaffold_17	15735028	15823008	0.0103871118790867	35294	62511	6018131	958306
swe	HiC_scaffold_17	15823518	15826087	0.0105231892052446	284	496	47134	42012
swe	HiC_scaffold_17	15827510	15834027	0.0109362005169296	1501	2196	200801	90690
swe	HiC_scaffold_17	15850513	15863426	0.0076924520159852	5027	6560	852784	147200
swe	HiC_scaffold_17	15884475	15924397	0.0100580550998308	16184	27772	2761170	415220
swe	HiC_scaffold_17	15941913	15943903	0.0061918272223267	1514	1711	276332	8644
swe	HiC_scaffold_17	15946447	15947886	0.0030738492276953	667	360	117117	12018
swe	HiC_scaffold_17	15955340	15964164	0.0076933598476479	2663	3656	475215	110714
swe	HiC_scaffold_17	15968526	15971020	0.0021819016995865	1168	152	69664	38592
swe	HiC_scaffold_17	15973033	15976004	0.0081487728495995	1535	1517	186163	30046
swe	HiC_scaffold_17	15978691	15987757	0.0067951020451188	4245	5157	758929	86058
swe	HiC_scaffold_17	15991217	15992901	0.0092313792547984	498	745	80703	22998
swe	HiC_scaffold_17	16010208	16018774	0.008464371881401	2497	3810	450122	102588
swe	HiC_scaffold_17	16042069	16121192	0.0099205997382089	34141	58745	5921517	804702
swe	HiC_scaffold_17	16132312	16146683	0.0091265344664778	7404	11598	1270800	126544
swe	HiC_scaffold_17	16155823	16157095	0.0055155507890301	1039	1044	189283	3902
swe	HiC_scaffold_17	16159623	16210896	0.0101318201091124	17848	28364	2799497	625446
swe	HiC_scaffold_17	16216437	16290410	0.0089910928103922	27368	42114	4683969	848290
swe	HiC_scaffold_17	16292632	16400391	0.0092300927920305	36201	56008	6067978	1313928
swe	HiC_scaffold_17	16402944	16470789	0.0120683976013704	21138	43783	3627905	845886
swe	HiC_scaffold_17	16485838	16555501	0.0092786383040807	27893	44772	4825277	761294
swe	HiC_scaffold_17	16582677	16587145	0.0058309156531398	2764	2866	491518	28828
